,0
WC,0.29351756532070505
q_wat,0.23274883712657296
AVG_DOWNHOLE_TEMPERATURE,0.1174572123214807
AVG_WHT_P,0.10214212099317113
AVG_CHOKE_SIZE_P,0.07163000463255283
AVG_WHP_P,0.05214897907701975
q_oil,0.04943708967176117
q_gas,0.04043219059801836
q_liq,0.0267613762887634
GOR,0.01124686958165807
ON_STREAM_HRS,0.0024777543882965386
