Wellbore name,q_oil,q_gas,q_wat,q_liq,WC,GOR,AVG_WHP_P,AVG_WHT_P,AVG_DOWNHOLE_TEMPERATURE,AVG_CHOKE_SIZE_P,ON_STREAM_HRS,delta_P,BB_pred
15/9-F-12 H,3408.0,494941.0,2499.0,5907.0,0.4230573895378364,145.22916666666666,48.306,84.768,107.391,89.77865,24.0,202.58300000000003,394.95837664648434
15/9-F-12 H,3032.0,445349.0,4.0,3036.0,0.0013175230566534,146.8829155672823,90.503,72.348,106.068,38.32368,24.0,176.96800000000002,243.54266514852637
15/9-F-12 H,3674.296435272045,539765.8536585366,108.06754221388368,3782.363977485929,0.0285714285714285,146.9031862745098,77.955,79.133,106.553,46.0867,10.66,173.077,270.62692381285905
15/9-F-12 H,1846.0,266544.0,3260.0,5106.0,0.6384645515080297,144.39003250270855,59.729,90.242,107.261,51.03961,24.0,223.38300000000004,365.47758939597065
15/9-F-12 H,5276.0,763664.0,40.0,5316.0,0.0075244544770504,144.74298711144806,57.775,79.043,106.505,70.49833,24.0,170.56199999999998,341.122505681257
15/9-F-12 H,5048.0,714501.0,453.0,5501.0,0.0823486638792946,141.54140253565768,61.835,81.322,107.043,70.5235,24.0,190.377,353.3503795638186
15/9-F-12 H,4402.0,629467.0,0.0,4402.0,0.0,142.99568378009997,86.836,78.645,106.618,51.12604,24.0,181.909,292.802296949877
15/9-F-12 H,4545.0,639512.0,1466.0,6011.0,0.2438862086175345,140.7067106710671,52.632,84.671,107.289,81.74401,24.0,198.169,390.441860618744
15/9-F-12 H,5556.0,806596.0,13.0,5569.0,0.0023343508708924,145.17566594672425,71.709,80.947,106.617,60.21567,24.0,178.968,352.29242349546155
15/9-F-12 H,5256.0,735526.0,848.0,6104.0,0.1389252948885976,139.94025875190258,57.879,81.993,107.058,74.12605,24.0,190.261,390.4156016118265
15/9-F-12 H,5115.0,766478.0,1.0,5116.0,0.0001954652071931,149.84907135874877,81.132,79.224,106.262,43.20357,24.0,179.20799999999997,328.1796243361959
15/9-F-12 H,2766.0,371158.0,157.0,2923.0,0.0537119397878891,134.18582791033984,65.869,80.188,106.425,51.23108,24.0,166.373,245.22764333828417
15/9-F-12 H,2257.0,325299.0,2899.0,5156.0,0.5622575640031032,144.12893221089942,61.524,88.181,107.311,51.6851,24.0,219.576,363.09121944962203
15/9-F-12 H,7189.269746646796,1079345.4545454546,14.307004470938898,7203.576751117736,0.0019860973187686,150.1328358208955,81.298,77.772,106.149,42.49382,13.42,178.497,458.3455550998102
15/9-F-12 H,5498.0,758528.0,85.0,5583.0,0.015224789539674,137.964350672972,58.167,81.738,106.659,69.9521,24.0,176.589,353.6393033990439
15/9-F-12 H,2421.0,342119.0,2797.0,5218.0,0.536029129934841,141.3130937629079,65.003,87.072,107.296,50.25268,24.0,214.882,364.1494993180124
15/9-F-12 H,3067.0,446144.0,0.0,3067.0,0.0,145.46592761656342,108.321,75.218,105.911,31.08744,24.0,177.944,242.02082869269572
15/9-F-12 H,4593.0,653794.0,0.0,4593.0,0.0,142.345743522752,93.044,81.071,106.709,50.75903,24.0,187.375,299.8310958194925
15/9-F-12 H,3164.0,486368.0,4.0,3168.0,0.0012626262626262,153.71934260429836,90.772,75.907,105.853,33.39043,24.0,170.40699999999998,246.72501672198698
15/9-F-12 H,4814.0,651353.0,30.0,4844.0,0.0061932287365813,135.30390527627753,55.063,78.825,106.523,68.26886,24.0,168.64800000000002,316.12798502826485
15/9-F-12 H,2641.0,374436.0,2245.0,4886.0,0.459476054031928,141.77811435062478,53.071,87.064,107.299,62.11121,24.0,204.71,344.6929925017469
15/9-F-12 H,4443.0,632394.0,28.0,4471.0,0.0062625810780586,142.33490884537474,65.797,75.954,106.134,54.13522,24.0,164.82,299.3116436154207
15/9-F-12 H,4829.0,675577.0,401.0,5230.0,0.0766730401529636,139.89997929177883,67.387,80.833,106.916,63.9103,24.0,186.924,337.96868794378037
15/9-F-12 H,3320.0,470881.0,11.0,3331.0,0.0033023116181326,141.8316265060241,70.943,77.301,106.063,47.31026,24.0,163.75400000000002,254.10262775071755
15/9-F-12 H,4883.0,687689.0,8.0,4891.0,0.0016356573297894,140.83329920131067,68.169,81.978,106.803,61.7281,24.0,185.038,316.44215213222446
15/9-F-12 H,1975.0,296695.0,2959.0,4934.0,0.5997162545601946,150.2253164556962,52.648,86.723,107.494,56.73823,24.0,215.275,356.14980392634266
15/9-F-12 H,2068.795056642636,288652.5231719876,0.0,2068.795056642636,0.0,139.5268817204301,97.838,71.39,105.97,32.68822,9.71,170.30300000000005,222.16327572868772
15/9-F-12 H,1940.0,358601.0,2660.0,4600.0,0.5782608695652174,184.84587628865967,70.129,87.02,107.153,45.57076,24.0,216.661,340.4910565269824
15/9-F-12 H,2753.0,418499.0,3.0,2756.0,0.001088534107402,152.0156193243734,92.639,75.046,105.787,31.48322,24.0,169.531,234.41117470707405
15/9-F-12 H,4906.0,663644.0,31.0,4937.0,0.0062791168725946,135.27191194455767,57.52,80.293,106.526,67.52922,24.0,171.46699999999998,319.87468872017143
15/9-F-12 H,3404.0,473052.0,2080.0,5484.0,0.3792851932895696,138.96944770857814,45.462,85.64,107.29,97.48131,24.0,201.827,369.2339057277492
15/9-F-12 H,4981.0,728549.0,9.0,4990.0,0.0018036072144288,146.2656093153985,71.474,81.279,106.253,56.72041,24.0,174.78699999999998,321.928697295035
15/9-F-12 H,4801.0,668449.0,210.0,5011.0,0.0419078028337657,139.23120183295146,57.338,80.767,106.74,71.9877,24.0,178.893,326.0493512519518
15/9-F-12 H,5417.0,793712.0,67.0,5484.0,0.012217359591539,146.5224293889607,65.283,79.205,106.586,63.34706,24.0,174.402,349.83382119659507
15/9-F-12 H,5039.523336643495,695775.9682224429,700.695134061569,5740.218470705064,0.1220676769773718,138.06384488058643,62.683,80.278,106.987,69.73197,20.14,189.813,368.0805464449778
15/9-F-12 H,3057.0,442983.0,0.0,3057.0,0.0,144.90775269872424,113.4,73.039,105.879,29.90702,24.0,179.66099999999997,241.60144046855498
15/9-F-12 H,4440.0,628915.0,0.0,4440.0,0.0,141.64752252252254,91.104,81.611,106.651,50.22592,24.0,184.886,293.0954455395174
15/9-F-12 H,3946.0,554371.0,1796.0,5742.0,0.3127830024381748,140.48935631018753,55.92,85.578,107.337,70.8372,24.0,198.626,378.5190673805402
15/9-F-12 H,4299.0,618234.0,0.0,4299.0,0.0,143.80879274249827,85.551,78.58,106.59,50.83468,24.0,179.62600000000003,288.61689726998316
15/9-F-12 H,4628.0,645711.0,1316.0,5944.0,0.2213997308209959,139.52268798617112,54.353,81.188,107.205,75.19635,24.0,191.418,385.87334438996396
15/9-F-12 H,3186.0,466621.0,7.0,3193.0,0.0021922956467272,146.45982423101069,93.175,77.235,106.07,41.65428,24.0,172.558,247.2367956488292
15/9-F-12 H,3444.0,481045.0,156.0,3600.0,0.0433333333333333,139.67624854819977,70.349,77.873,106.433,48.35743,24.0,167.40999999999997,265.8995204660615
15/9-F-12 H,1802.0,259638.0,3022.0,4824.0,0.6264510779436152,144.0832408435072,59.322,88.56,107.292,51.30265,24.0,223.243,352.33073988025336
15/9-F-12 H,4822.468085106383,717497.8723404255,10.212765957446807,4832.68085106383,0.0021132713440405,148.78229563744176,81.984,78.968,106.208,40.89223,23.5,177.666,313.9193953789762
15/9-F-12 H,5123.0,684149.0,136.0,5259.0,0.0258604297394942,133.5446027718134,48.357,80.804,106.59,85.997,24.0,171.008,337.67930524209595
15/9-F-12 H,2343.0,334433.0,3005.0,5348.0,0.5618922961854899,142.73708920187792,60.127,88.592,107.361,52.79158,24.0,219.072,372.1488577413067
15/9-F-12 H,3157.0,467466.0,1.0,3158.0,0.0003166561114629,148.072853975293,100.124,74.678,105.915,32.01249,24.0,174.669,245.7517760295556
15/9-F-12 H,4218.0,588505.0,0.0,4218.0,0.0,139.52228544333806,82.59,79.133,105.868,51.37017,24.0,179.016,285.1127916601626
15/9-F-12 H,3848.0,537024.0,2121.0,5969.0,0.355335902161166,139.55925155925155,49.463,85.456,107.293,80.07827,24.0,197.695,393.76209605039065
15/9-F-12 H,4886.0,741920.0,9.0,4895.0,0.0018386108273748,151.84609087187883,81.264,80.581,72.715,42.15901,24.0,216.382,317.08282580588093
15/9-F-12 H,5011.0,692348.0,139.0,5150.0,0.0269902912621359,138.1656356016763,61.428,80.26,106.597,62.72837,24.0,172.118,331.5911495902615
15/9-F-12 H,2549.0,364275.0,2796.0,5345.0,0.5231057062675397,142.90898391526088,57.248,88.235,107.331,56.29031,24.0,212.193,369.86695381886153
15/9-F-12 H,5142.713567839196,733588.9447236181,13.06532663316583,5155.778894472362,0.0025341130604288,142.64627711549736,54.581,78.507,106.418,70.34545,23.88,167.62900000000002,332.61586856195305
15/9-F-12 H,4179.130434782609,588889.0434782609,345.39130434782606,4524.521739130435,0.0763376383763837,140.9118601747815,70.956,78.438,106.92,58.02438,23.0,187.479,304.65818182176156
15/9-F-12 H,2664.0,377858.0,23.0,2687.0,0.0085597320431708,141.83858858858858,78.446,69.858,105.95,39.72026,24.0,162.291,236.0422207960456
15/9-F-12 H,4339.0,607253.0,327.0,4666.0,0.0700814402057436,139.95229315510483,74.612,81.066,106.746,54.01077,24.0,181.98800000000003,309.490851247106
15/9-F-12 H,3606.0,515386.0,4.0,3610.0,0.0011080332409972,142.92457016084305,79.232,76.726,106.015,44.88508,24.0,166.584,262.81655580793637
15/9-F-12 H,3306.0,460548.0,107.0,3413.0,0.0313507178435394,139.30671506352087,80.124,81.533,106.673,49.25344,24.0,179.931,256.95059185693873
15/9-F-12 H,1626.058631921824,247633.3178222429,3764.72778036296,5390.786412284784,0.6983633726952558,152.290521978022,49.223,90.227,107.34,64.4609,21.49,230.199,383.276264779438
15/9-F-12 H,2752.0,426345.0,3.0,2755.0,0.0010889292196007,154.921875,92.326,74.864,105.783,31.51978,24.0,169.28400000000002,234.29218687703346
15/9-F-12 H,4845.0,653196.0,33.0,4878.0,0.0067650676506765,134.81857585139318,58.431,78.879,106.508,65.61035,24.0,170.31,317.29668199778496
15/9-F-12 H,2969.0,412428.0,2347.0,5316.0,0.441497366440933,138.91141798585383,44.876,86.308,107.281,99.89162,24.0,201.529,364.2966142629892
15/9-F-12 H,4450.0,647513.0,8.0,4458.0,0.0017945266935845,145.5085393258427,75.738,80.184,106.212,52.22903,24.0,173.022,296.54519322463267
15/9-F-12 H,4794.0,666778.0,192.0,4986.0,0.0385078219013237,139.08594075928244,57.489,80.523,106.745,71.8217,24.0,179.135,324.6511065562988
15/9-F-12 H,5472.0,797068.0,65.0,5537.0,0.0117392089579194,145.66301169590642,65.769,78.289,106.592,63.3727,24.0,174.619,352.7455707619954
15/9-F-12 H,5347.0,739005.0,701.0,6048.0,0.1159060846560846,138.2092762296615,57.651,81.747,107.026,76.15446,24.0,190.202,385.5658137253577
15/9-F-12 H,3030.0,423809.0,0.0,3030.0,0.0,139.87095709570957,113.106,71.737,105.883,30.49301,24.0,179.43400000000003,241.22763825986166
15/9-F-12 H,3876.0,553168.0,0.0,3876.0,0.0,142.71620227038184,100.954,76.216,106.523,41.98632,24.0,182.571,270.2488834455253
15/9-F-12 H,4037.0,566968.0,1856.0,5893.0,0.3149499406075004,140.44290314590043,55.468,85.68,107.342,72.83685,24.0,199.481,386.95268773642147
15/9-F-12 H,4275.421166306695,615649.2440604751,0.0,4275.421166306695,0.0,143.99733268671193,87.067,77.342,106.581,47.84756,23.15,179.596,287.7481625335598
15/9-F-12 H,4587.0,643438.0,1321.0,5908.0,0.223595125253893,140.27425332461303,54.107,81.62,107.216,75.25085,24.0,191.654,384.01579098741763
15/9-F-12 H,3183.0,466633.0,7.0,3190.0,0.0021943573667711,146.60163367891926,93.227,77.007,106.07,41.6589,24.0,172.53,247.1790569955854
15/9-F-12 H,3714.0,523126.0,152.0,3866.0,0.0393171236420072,140.85245018847604,67.854,79.931,106.491,50.79347,24.0,168.12900000000002,275.1901609212279
15/9-F-12 H,1793.0,258421.0,3033.0,4826.0,0.628470783257356,144.12771890686005,59.325,88.125,107.288,51.15669,24.0,223.288,352.5955348135379
15/9-F-12 H,5038.0,750094.0,15.0,5053.0,0.002968533544429,148.88725684795554,80.459,80.738,106.219,42.8308,24.0,178.303,324.62453791306825
15/9-F-12 H,3422.0,457373.0,99.0,3521.0,0.0281170122124396,133.65663354763296,67.242,79.183,106.429,49.61657,24.0,166.56799999999998,262.1931003909069
15/9-F-12 H,2348.0,335066.0,2997.0,5345.0,0.560710944808232,142.70272572402044,60.184,89.105,107.356,52.84019,24.0,218.978,371.8613921858247
15/9-F-12 H,3192.0,458447.0,1.0,3193.0,0.0003131850923896,143.6237468671679,99.574,75.356,105.916,32.08725,24.0,174.498,246.87657428912217
15/9-F-12 H,4441.0,620587.0,0.0,4441.0,0.0,139.740373789687,79.404,81.401,106.546,53.82318,24.0,180.48200000000003,294.40030059789666
15/9-F-12 H,3828.0,533776.0,2134.0,5962.0,0.3579335793357933,139.43991640543365,48.943,86.047,107.285,80.64186,24.0,197.623,393.4068088829337
15/9-F-12 H,5013.0,759589.0,10.0,5023.0,0.0019908421262193,151.52383802114502,80.171,80.78,39.554,43.10056,24.0,177.029,323.530310333959
15/9-F-12 H,5031.0,693070.0,143.0,5174.0,0.0276381909547738,137.75988869012124,61.596,80.626,106.602,62.64841,24.0,172.481,332.6492548224576
15/9-F-12 H,2521.0,361268.0,2667.0,5188.0,0.514070932922128,143.30345101150337,57.915,88.132,107.325,55.33312,24.0,212.605,361.756294322353
15/9-F-12 H,4663.531984691088,663142.7009294697,963.149261891744,5626.681246582832,0.1711753731343283,142.19752391671358,60.374,72.884,106.338,60.75193,18.29,167.70000000000002,367.50088565775985
15/9-F-12 H,4847.0,685493.0,401.0,5248.0,0.0764100609756097,141.42624303693006,64.416,82.191,106.981,66.73044,24.0,188.952,339.1262235956456
15/9-F-12 H,2653.0,375510.0,11.0,2664.0,0.0041291291291291,141.54165096117603,78.708,70.996,105.951,39.54749,24.0,162.37,234.91898184903945
15/9-F-12 H,4333.0,605896.0,341.0,4674.0,0.0729567821994009,139.83291022386337,74.64,79.05,106.747,54.00859,24.0,181.849,310.5019884842566
15/9-F-12 H,3094.993234100135,440644.11366711766,4.330175913396482,3099.3234100135314,0.0013971358714635,142.37320741518013,79.549,72.974,105.994,41.21113,22.17,166.338,246.63015693907977
15/9-F-12 H,4207.0,586031.0,14.0,4221.0,0.0033167495854063,139.2990254338008,79.161,79.669,106.682,50.39086,24.0,180.145,285.70341695136653
15/9-F-12 H,987.5598086124404,141548.3253588517,2216.2679425837323,3203.8277511961724,0.6917562724014338,143.33139534883722,56.237,69.864,106.979,39.1369,4.18,238.42300000000003,300.589414543529
15/9-F-12 H,2737.0,422379.0,2.0,2739.0,0.0007301935012778,154.32188527584947,92.169,74.25,105.777,31.48301,24.0,168.94600000000003,233.9982086410433
15/9-F-12 H,4161.9335347432025,574520.8459214501,96.33146309883467,4258.264997842037,0.0226222330333252,138.04181184668988,65.78,77.299,106.424,54.94723,23.17,169.412,290.468359709204
15/9-F-12 H,2950.0,411157.0,2517.0,5467.0,0.460398756173404,139.37525423728815,44.708,85.976,107.268,99.92831,24.0,200.746,373.0230149734371
15/9-F-12 H,2050.0,290174.0,4.0,2054.0,0.0019474196689386,141.54829268292684,94.166,73.216,105.985,34.9762,24.0,168.54200000000003,222.02318710436487
15/9-F-12 H,4795.0,666528.0,209.0,5004.0,0.0417665867306155,139.00479666319083,57.482,79.367,106.749,71.83196,24.0,179.438,326.0268288336751
15/9-F-12 H,5497.0,800167.0,68.0,5565.0,0.0122192273135669,145.56430780425686,65.781,80.293,106.598,63.35065,24.0,175.33599999999998,353.69735600362
15/9-F-12 H,5356.0,743749.0,527.0,5883.0,0.0895801461839197,138.8627707244212,56.958,81.524,107.031,77.30219,24.0,190.14,374.9315254631183
15/9-F-12 H,2948.5424588086184,403354.1191381496,0.0,2948.5424588086184,0.0,136.7977991746905,113.079,72.327,105.882,29.63448,23.67,179.28300000000002,238.87818551755376
15/9-F-12 H,4536.0,643689.0,0.0,4536.0,0.0,141.90674603174602,91.666,81.769,106.662,50.3375,24.0,185.646,297.23269508282476
15/9-F-12 H,3994.0,562626.0,1850.0,5844.0,0.3165639972621492,140.86780170255383,55.218,85.78,107.348,72.93807,24.0,200.177,384.3965192421555
15/9-F-12 H,4409.7972972972975,680134.4594594595,0.0,4409.7972972972975,0.0,154.23259020914733,86.169,76.235,106.578,49.86984,23.68,180.254,294.9059973520118
15/9-F-12 H,4563.0,641683.0,1318.0,5881.0,0.2241115456555007,140.62743808897656,53.995,81.371,107.224,75.24938,24.0,191.871,382.66028756893024
15/9-F-12 H,3167.0,465212.0,8.0,3175.0,0.00251968503937,146.89359014840542,93.245,77.575,106.069,41.65539,24.0,172.603,246.60457312708638
15/9-F-12 H,3721.0,525946.0,128.0,3849.0,0.0332553910106521,141.3453372749261,68.674,78.784,106.507,50.82119,24.0,168.26,274.33922796567276
15/9-F-12 H,1784.0,257663.0,3060.0,4844.0,0.6317093311312965,144.429932735426,59.226,89.636,107.283,51.13662,24.0,223.42200000000005,353.45345225766914
15/9-F-12 H,5147.0,769091.0,11.0,5158.0,0.0021326095385808,149.42510200116573,79.815,79.341,106.234,42.81797,24.0,178.61399999999998,330.52105361002344
15/9-F-12 H,3345.0,448830.0,95.0,3440.0,0.0276162790697674,134.17937219730942,69.4,78.426,106.387,47.67041,24.0,165.816,259.37722923930886
15/9-F-12 H,2329.0,333877.0,2963.0,5292.0,0.559901738473167,143.35637612709317,60.778,88.976,107.345,52.34248,24.0,218.907,369.2855361785363
15/9-F-12 H,3172.0,458028.0,1.0,3173.0,0.0003151591553734,144.3972257250946,99.172,75.319,105.915,32.07839,24.0,174.28400000000002,246.28131709994915
15/9-F-12 H,4438.0,619261.0,0.0,4438.0,0.0,139.5360522757999,78.506,81.137,106.521,53.94449,24.0,179.63699999999997,294.42176182343064
15/9-F-12 H,3454.0,482477.0,1878.0,5332.0,0.3522130532633158,139.68645049218298,48.837,85.359,107.276,80.91718,24.0,197.187,359.85948729130314
15/9-F-12 H,5018.0,760577.0,8.0,5026.0,0.001591723040191,151.5697489039458,80.22,80.85,106.082,43.12246,24.0,177.92600000000002,323.6418805515455
15/9-F-12 H,5037.0,691705.0,139.0,5176.0,0.0268547140649149,137.32479650585665,61.67,81.262,106.606,62.39298,24.0,173.00099999999998,332.4423166431708
15/9-F-12 H,2504.0,361753.0,2657.0,5161.0,0.5148227087773687,144.47004792332268,58.428,88.311,107.324,54.84136,24.0,212.945,360.54917216522983
15/9-F-12 H,5034.0,721489.0,683.0,5717.0,0.1194682525800244,143.32320222487087,56.05,78.064,106.423,67.74944,24.0,167.58999999999995,369.2158923432031
15/9-F-12 H,4841.0,683921.0,380.0,5221.0,0.0727829917640298,141.27680231357158,64.217,81.627,106.985,67.05327,24.0,188.86900000000003,337.67984536517895
15/9-F-12 H,3421.0,489182.0,36.0,3457.0,0.0104136534567544,142.99386144402223,72.054,74.773,106.046,46.54652,24.0,162.71699999999998,259.23870643684575
15/9-F-12 H,4324.0,605509.0,313.0,4637.0,0.0675005391416864,140.0344588344126,74.605,78.996,106.75,54.01376,24.0,181.861,308.52174448726305
15/9-F-12 H,3735.8119190814655,532695.0246036085,15.746309458720614,3751.558228540186,0.0041972717733473,142.59149982437654,76.257,77.701,106.039,45.30538,18.29,166.233,268.2716323956407
15/9-F-12 H,4199.0,585044.0,15.0,4214.0,0.0035595633602278,139.3293641343177,79.208,79.519,106.681,50.40794,24.0,180.276,285.46272556294275
15/9-F-12 H,911.8773946360152,134193.10344827586,2209.9616858237546,3121.83908045977,0.7079037800687286,147.16134453781513,63.85,85.038,107.125,37.78182,15.66,230.579,298.19129528765313
15/9-F-12 H,4753.0,642694.0,34.0,4787.0,0.0071025694589513,135.21859877971806,58.525,78.687,106.49,64.50499,24.0,169.587,313.1178158439684
15/9-F-12 H,2903.0,415792.0,2483.0,5386.0,0.461010025993316,143.2283844299001,44.401,86.335,107.255,99.96237,24.0,199.801,369.3221839593971
15/9-F-12 H,2059.0,291280.0,4.0,2063.0,0.001938923897237,141.4667314230209,95.056,72.898,105.972,34.90242,24.0,168.997,222.0965203599736
15/9-F-12 H,4788.0,666189.0,204.0,4992.0,0.0408653846153846,139.13721804511275,57.56,81.437,106.751,71.87884,24.0,179.557,324.83449136513485
15/9-F-12 H,5513.0,801713.0,14.0,5527.0,0.0025330197213678,145.42227462361691,66.415,80.225,106.602,63.08526,24.0,175.56099999999998,350.96871728446996
15/9-F-12 H,5154.0,715681.0,605.0,5759.0,0.1050529605834346,138.8593325572371,58.311,82.564,107.025,73.54937,24.0,189.755,368.27110249027635
15/9-F-12 H,2935.799207397622,399595.2443857332,0.0,2935.799207397622,0.0,136.1112311015119,112.603,69.597,105.849,28.95718,15.14,179.485,239.09888376456354
15/9-F-12 H,4498.0,636959.0,0.0,4498.0,0.0,141.60938194753223,91.856,82.106,106.666,50.28252,24.0,185.85,295.4168430775894
15/9-F-12 H,3534.6382978723404,507565.2765957447,1626.893617021277,5161.531914893617,0.315195884447962,143.59751516902628,59.603,84.925,107.33,65.90551,23.5,199.994,348.90529690712015
15/9-F-12 H,4499.0,646278.0,0.0,4499.0,0.0,143.6492553900867,84.726,79.716,106.599,51.99413,24.0,180.73,297.1200479574144
15/9-F-12 H,4011.0,585272.0,1131.0,5142.0,0.219953325554259,145.916728995263,54.829,81.245,107.225,74.02601,24.0,191.888,343.8714458153142
15/9-F-12 H,3149.0,463103.0,7.0,3156.0,0.0022179974651457,147.0635122261035,93.323,77.651,106.07,41.66181,24.0,172.52300000000002,245.9583687338884
15/9-F-12 H,3682.0,521504.0,147.0,3829.0,0.0383912248628884,141.63606735469853,69.713,78.921,106.515,50.32011,24.0,168.63,273.78817182773815
15/9-F-12 H,1863.0,269011.0,3224.0,5087.0,0.6337723609199921,144.3966720343532,59.207,89.748,107.281,51.13623,24.0,223.445,364.3814170142575
15/9-F-12 H,5115.0,765622.0,10.0,5125.0,0.0019512195121951,149.68172043010753,80.054,80.478,106.24,43.44097,24.0,178.795,328.50802576874156
15/9-F-12 H,3394.0,455038.0,113.0,3507.0,0.0322212717422298,134.07130229817324,68.611,79.142,106.39,48.19588,24.0,166.106,261.8621157899205
15/9-F-12 H,2314.0,332298.0,2957.0,5271.0,0.5609941187630431,143.60328435609335,61.378,88.524,107.337,51.92502,24.0,218.77500000000003,368.38814532853166
15/9-F-12 H,3160.0,466335.0,1.0,3161.0,0.000316355583676,147.5743670886076,98.793,75.353,105.913,32.0607,24.0,174.08799999999997,245.86392409097746
15/9-F-12 H,4418.0,605817.0,0.0,4418.0,0.0,137.12471706654594,77.545,80.729,106.494,53.95206,24.0,178.769,293.55159771268916
15/9-F-12 H,3413.0,483316.0,2066.0,5479.0,0.3770761087789742,141.61031350717843,48.428,85.166,107.269,81.15679,24.0,197.054,369.0388141517841
15/9-F-12 H,5019.0,760297.0,20.0,5039.0,0.0039690414764834,151.48376170551902,80.202,81.048,106.145,43.09233,24.0,178.13100000000003,324.37427871271166
15/9-F-12 H,4796.0,658095.0,132.0,4928.0,0.0267857142857142,137.2174728940784,64.652,80.818,106.589,58.77508,24.0,172.35500000000002,319.95313983425166
15/9-F-12 H,2500.0,357574.0,2595.0,5095.0,0.5093228655544652,143.0296,58.508,88.344,107.328,54.86861,24.0,213.407,357.0000119783532
15/9-F-12 H,4831.0,687856.0,95.0,4926.0,0.0192854242793341,142.3837714758849,59.56,77.165,106.395,62.84763,24.0,166.524,321.7563394973818
15/9-F-12 H,4386.976744186047,621323.1627906977,351.6279069767442,4738.604651162791,0.0742049469964664,141.62900763358778,68.732,80.557,106.937,60.94299,21.5,187.886,314.0402928678983
15/9-F-12 H,3363.0,479918.0,23.0,3386.0,0.0067926757235676,142.70532262860542,72.491,73.334,106.061,45.94962,24.0,162.78500000000005,256.85588668781736
15/9-F-12 H,4766.958698372966,656632.7909887359,339.42428035043804,5106.382978723404,0.0664705882352941,137.74669187145557,71.569,80.046,106.789,53.89996,7.99,183.063,330.50244780357474
15/9-F-12 H,3653.0,520319.0,14.0,3667.0,0.0038178347422961,142.43607993430058,75.441,77.734,106.048,46.17862,24.0,165.771,265.2188194828004
15/9-F-12 H,4323.0,602914.0,10.0,4333.0,0.0023078698361412,139.46657413832986,79.128,80.919,106.682,50.39779,24.0,180.53500000000005,290.03967364542024
15/9-F-12 H,2730.0,474459.0,94.0,2824.0,0.0332861189801699,173.7945054945055,91.578,73.696,105.769,30.81425,24.0,168.549,237.93286532980684
15/9-F-12 H,4790.0,645291.0,37.0,4827.0,0.0076652164905738,134.71628392484342,57.693,78.644,106.491,65.471,24.0,169.291,315.0741570746402
15/9-F-12 H,2516.0,359254.0,2235.0,4751.0,0.470427278467691,142.78775834658188,53.35,85.007,107.173,70.81062,24.0,199.488,339.7082337908758
15/9-F-12 H,2080.0,294694.0,4.0,2084.0,0.0019193857965451,141.6798076923077,95.885,70.991,105.974,34.9779,24.0,169.183,222.57473117708534
15/9-F-12 H,4817.0,670318.0,211.0,5028.0,0.0419649960222752,139.15673655802365,57.442,79.887,106.757,72.3648,24.0,179.885,327.1068221950674
15/9-F-12 H,5508.0,800808.0,14.0,5522.0,0.0025353132922854,145.38997821350762,67.024,80.917,106.603,62.44119,24.0,175.98,350.3950784387135
15/9-F-12 H,5064.0,703200.0,661.0,5725.0,0.1154585152838428,138.86255924170615,58.907,83.115,107.021,72.07573,24.0,189.623,366.7208365038293
15/9-F-12 H,3127.0,442808.0,0.0,3127.0,0.0,141.60793092420852,111.187,73.193,105.906,30.79962,24.0,179.35499999999996,244.02365722284696
15/9-F-12 H,4487.0,639993.0,0.0,4487.0,0.0,142.6327167372409,92.077,81.913,106.67,50.32883,24.0,185.925,295.0592267558353
15/9-F-12 H,3991.0,568508.0,1940.0,5931.0,0.327094924970494,142.44750689050363,55.582,85.346,107.356,72.29625,24.0,200.794,390.1484719857654
15/9-F-12 H,4473.0,653051.0,0.0,4473.0,0.0,145.9984350547731,85.185,79.979,106.605,51.80502,24.0,180.892,296.0879405389138
15/9-F-12 H,4441.0,637971.0,1254.0,5695.0,0.2201931518876207,143.65480747579377,54.24,81.813,107.242,75.26627,24.0,192.922,372.53136010698273
15/9-F-12 H,3149.0,471104.0,7.0,3156.0,0.0022179974651457,149.60431883137505,93.299,77.555,106.069,41.66942,24.0,172.552,245.91707609876158
15/9-F-12 H,3689.0,523260.0,167.0,3856.0,0.0433091286307053,141.84331797235023,70.213,79.146,106.526,50.37799,24.0,169.21200000000002,275.0346435699901
15/9-F-12 H,1865.0,269480.0,3238.0,5103.0,0.6345287086027827,144.49329758713137,59.239,89.788,107.279,51.21449,24.0,223.414,365.15855354000644
15/9-F-12 H,5124.0,766123.0,12.0,5136.0,0.0023364485981308,149.51658860265417,80.106,80.874,106.246,42.54713,24.0,179.01800000000003,328.95063033018823
15/9-F-12 H,3400.0,455482.0,99.0,3499.0,0.0282937982280651,133.96529411764706,68.679,79.093,106.388,48.19972,24.0,166.06,261.3329594349549
15/9-F-12 H,2313.0,327536.0,2953.0,5266.0,0.5607671857197114,141.60657155209685,61.754,88.661,107.327,51.38472,24.0,218.888,367.96645010055937
15/9-F-12 H,3153.0,468480.0,1.0,3154.0,0.0003170577045022,148.58230256898193,98.402,74.812,105.913,32.12839,24.0,173.83500000000004,245.7678352828234
15/9-F-12 H,4353.0,607634.0,0.0,4353.0,0.0,139.58970824718585,76.654,80.408,106.47,53.98404,24.0,177.822,291.1634793659324
15/9-F-12 H,3406.0,481386.0,1954.0,5360.0,0.3645522388059701,141.33470346447444,48.467,84.999,107.28,81.33351,24.0,197.395,362.26079869588324
