Wellbore name,Date of Production,q_oil,q_gas,q_wat,q_liq,WC,GOR,AVG_WHP_P,AVG_WHT_P,AVG_DOWNHOLE_TEMPERATURE,AVG_CHOKE_SIZE_P,ON_STREAM_HRS,log_q_liq,log_q_oil,log_q_gas,GLR,dT,delta_P
15/9-F-11 H,2015-04-06,1808.0,262887.0,683.0,2491.0,0.2741870734644721,145.4021017699115,51.0,74.508,105.539,21.45566,24.0,7.820840879907344,7.500529485395295,12.479483364944382,105.53472501003613,31.031000000000006,168.654
15/9-F-11 H,2015-04-07,1791.0,260149.0,804.0,2595.0,0.30982658959537573,145.2534896705751,50.992,75.072,105.437,21.38385,24.0,7.86172707782398,7.491087593534876,12.46901366671845,100.25009633911368,30.364999999999995,168.55
15/9-F-11 H,2015-04-08,1764.0,255746.0,791.0,2555.0,0.3095890410958904,144.98072562358277,51.343,74.778,105.541,20.96206,24.0,7.846198815497425,7.475905969367397,12.451943953539795,100.0962818003914,30.76299999999999,168.675
15/9-F-11 H,2015-04-09,1759.0,255241.0,789.0,2548.0,0.3096546310832025,145.10574189880614,51.312,73.04,105.542,20.97055,24.0,7.8434564043761155,7.473069088032197,12.449967393714003,100.17307692307692,32.501999999999995,168.63100000000003
15/9-F-11 H,2015-04-10,1744.0,255252.0,794.0,2538.0,0.3128447596532703,146.36009174311926,51.134,73.39,105.547,21.01584,24.0,7.839525581704678,7.4645098346365275,12.450010489140997,100.57210401891253,32.157,168.498
15/9-F-11 H,2015-04-11,1750.0,254105.0,790.0,2540.0,0.3110236220472441,145.20285714285714,51.144,73.719,105.548,21.00344,24.0,7.840312983320164,7.467942332285852,12.445506781780365,100.04133858267717,31.829000000000008,168.518
15/9-F-11 H,2015-04-12,1729.0,252948.0,779.0,2508.0,0.3106060606060606,146.2972816657027,51.374,72.502,105.549,20.70422,24.0,7.827639546366422,7.455876687491824,12.440943166361803,100.85645933014354,33.04700000000001,168.673
15/9-F-11 H,2015-04-13,1709.0,256239.0,781.0,2490.0,0.3136546184738956,149.93504973668811,51.8,74.125,105.539,20.49373,24.0,7.820439515262181,7.444248649496705,12.45386978428304,102.90722891566266,31.414,169.11
15/9-F-11 H,2015-04-14,1714.0,257148.0,809.0,2523.0,0.3206500198176774,150.02800466744458,51.785,73.318,105.554,20.47694,24.0,7.8336002236611035,7.44716835960004,12.457410962414635,101.92152199762188,32.236000000000004,169.136
15/9-F-11 H,2015-04-15,1769.0,262244.0,846.0,2615.0,0.32351816443594644,148.24420576596947,51.713,75.211,105.569,20.78581,24.0,7.86940171257709,7.478734825567875,12.477034460299858,100.28451242829829,30.358000000000004,169.165
15/9-F-11 H,2015-04-16,1769.0,262541.0,859.0,2628.0,0.3268645357686454,148.4120972300735,51.723,75.286,105.586,20.94946,24.0,7.874358824729881,7.478734825567875,12.478166348215181,99.90144596651446,30.299999999999997,169.24900000000002
15/9-F-11 H,2015-04-17,1781.0,264883.0,863.0,2644.0,0.3263993948562784,148.72711959573274,51.933,75.607,105.601,20.52399,24.0,7.8804263442924,7.485491608030754,12.487047273284999,100.18267776096823,29.994,169.422
15/9-F-11 H,2015-04-18,1803.0,268460.0,858.0,2661.0,0.322435174746336,148.8962839711592,52.246,75.482,105.617,20.98104,24.0,7.8868329989550565,7.4977617006225685,12.500460930984403,100.8868846298384,30.135000000000005,169.607
15/9-F-11 H,2015-04-19,1820.0,262914.0,866.0,2686.0,0.32241250930752047,144.45824175824177,52.428,75.649,105.64,20.98662,24.0,7.8961806086154915,7.507141079727608,12.479586065005142,97.8830975428146,29.991,169.773
15/9-F-11 H,2015-04-20,1815.0,263560.0,862.0,2677.0,0.32200224131490474,145.21212121212122,52.26,75.76,105.674,21.23229,24.0,7.8928255262511176,7.504391559161238,12.482040119223017,98.45349271572655,29.914,169.62800000000001
15/9-F-11 H,2015-04-21,1832.0,269690.0,820.0,2652.0,0.3092006033182504,147.21069868995633,52.163,75.916,105.697,21.25809,24.0,7.88344635413774,7.513709247839705,12.505032138159448,101.69306184012066,29.781000000000006,169.62599999999998
15/9-F-11 H,2015-04-22,1833.0,268095.0,838.0,2671.0,0.3137401722201423,146.26022913256955,52.155,76.021,105.7,21.25069,24.0,7.890582534656536,7.51425465281641,12.499100404306708,100.37251965555971,29.679000000000002,169.736
15/9-F-11 H,2015-04-23,1919.0,277543.0,831.0,2750.0,0.30218181818181816,144.62897342365815,52.116,75.98,105.708,21.30261,24.0,7.919719760924575,7.560080465021827,12.533734758158106,100.92472727272727,29.727999999999994,169.60899999999998
15/9-F-11 H,2015-04-24,1909.0,276282.0,829.0,2738.0,0.30277574872169466,144.7260345730749,52.136,75.915,105.724,21.29273,24.0,7.915348169263078,7.554858521040676,12.529180981693253,100.90650109569029,29.808999999999997,169.419
15/9-F-11 H,2015-04-25,1901.0,275040.0,843.0,2744.0,0.3072157434402332,144.68174644923724,52.005,75.613,105.738,21.39999,24.0,7.917536353943631,7.550661243105336,12.524675456444854,100.23323615160349,30.125,169.246
15/9-F-11 H,2015-04-26,1899.0,274461.0,829.0,2728.0,0.30388563049853373,144.52922590837284,51.96,75.58,105.747,21.41682,24.0,7.911690520708339,7.549609165154532,12.522568096833437,100.60887096774194,30.167,169.162
15/9-F-11 H,2015-04-27,1916.0,276252.0,836.0,2752.0,0.30377906976744184,144.18162839248436,51.829,75.296,105.757,21.51103,24.0,7.920446505142607,7.558516743045645,12.52907239148364,100.38226744186046,30.461,168.99699999999999
15/9-F-11 H,2015-04-28,1913.0,275368.0,830.0,2743.0,0.3025884068538097,143.9456351280711,51.701,74.737,105.765,21.55464,24.0,7.917171988845776,7.5569505720129,12.525867295397004,100.38935472110828,31.028000000000006,168.895
15/9-F-11 H,2015-04-29,1907.0,273532.0,809.0,2716.0,0.2978645066273932,143.43576297850026,51.686,75.295,105.766,21.45883,24.0,7.907283609426348,7.553810852008231,12.51917755170085,100.71134020618557,30.471000000000004,168.924
15/9-F-11 H,2015-04-30,1911.0,274110.0,797.0,2708.0,0.29431314623338256,143.43799058084772,51.627,75.675,105.77,21.41851,24.0,7.904334842085095,7.555905093611346,12.521288412824564,101.22230428360413,30.095,168.868
15/9-F-11 H,2015-05-01,1906.0,271875.0,795.0,2701.0,0.2943354313217327,142.64165792235048,51.586,75.711,105.772,21.36788,24.0,7.9017475185201445,7.553286605600419,12.51310135897924,100.6571640133284,30.061000000000007,168.877
15/9-F-11 H,2015-05-02,1893.0,269695.0,793.0,2686.0,0.2952345495160089,142.46962493396725,51.407,75.688,105.784,21.39576,24.0,7.8961806086154915,7.546446273746024,12.505050677723807,100.40766939687268,30.096000000000004,169.07
15/9-F-11 H,2015-05-03,1874.0,270093.0,793.0,2667.0,0.29733783277090364,144.1264674493063,51.145,74.796,105.79,21.46273,24.0,7.889084407035514,7.536363938404511,12.506525325539156,101.27221597300337,30.994,169.28
15/9-F-11 H,2015-05-04,1852.0,269188.0,804.0,2656.0,0.30271084337349397,145.3498920086393,50.721,73.905,105.797,21.61467,24.0,7.884952945759814,7.52456122628536,12.503169014105065,101.35090361445783,31.891999999999996,169.383
15/9-F-11 H,2015-05-05,1855.0,271329.0,805.0,2660.0,0.3026315789473684,146.26900269541778,50.394,74.302,105.798,21.67387,24.0,7.886457270977689,7.526178913346146,12.51109107122882,102.00338345864661,31.495999999999995,169.542
15/9-F-11 H,2015-05-06,1820.0,265934.0,805.0,2625.0,0.30666666666666664,146.1175824175824,50.284,73.846,105.806,21.68166,24.0,7.873217054862741,7.507141079727608,12.49100719700059,101.30819047619048,31.959999999999994,169.592
15/9-F-11 H,2015-05-07,1825.0,264849.0,802.0,2627.0,0.3052912066996574,145.1227397260274,50.112,75.424,105.811,21.68359,24.0,7.873978379604501,7.509883061154913,12.486918906972672,100.81804339550818,30.387,169.716
15/9-F-11 H,2015-05-08,1799.0,268283.0,800.0,2599.0,0.30781069642170067,149.1289605336298,50.015,75.334,105.825,21.63072,24.0,7.8632667240095735,7.495541943884256,12.49980139989826,103.2254713351289,30.491,169.978
15/9-F-11 H,2015-05-09,1810.0,263393.0,804.0,2614.0,0.30757459831675593,145.5209944751381,49.918,75.343,105.842,21.70907,24.0,7.869019376499023,7.501634457883413,12.481406288988591,100.76243305279266,30.498999999999995,170.309
15/9-F-11 H,2015-05-10,1805.0,263355.0,800.0,2605.0,0.30710172744721687,145.90304709141273,50.047,75.58,105.839,21.64983,24.0,7.8655717576847906,7.498869733976931,12.48126200802014,101.09596928982725,30.259,170.286
15/9-F-11 H,2015-05-11,1802.0,262553.0,795.0,2597.0,0.30612244897959184,145.70088790233075,49.997,73.445,105.835,21.60531,24.0,7.862497197230545,7.497207223203318,12.478212054143247,101.09857527916827,32.39,170.31799999999998
15/9-F-11 H,2015-05-12,1798.0,261610.0,793.0,2591.0,0.3060594365109996,145.50055617352615,49.827,72.889,105.833,21.59288,24.0,7.860185057472165,7.4949862339505335,12.474613946610813,100.96873793901969,32.944,170.231
15/9-F-11 H,2015-05-13,1802.0,261697.0,797.0,2599.0,0.30665640631011926,145.22586015538292,49.554,75.648,105.837,21.83126,24.0,7.8632667240095735,7.497207223203318,12.47494644615048,100.69141977683725,30.189000000000007,170.137
15/9-F-11 H,2015-05-14,1816.0,263353.0,771.0,2587.0,0.2980286045612679,145.0181718061674,49.506,75.841,105.836,21.92297,24.0,7.858640655620791,7.504942068396171,12.48125441370828,101.79860842674913,29.995000000000005,170.151
15/9-F-11 H,2015-05-15,1819.0,263167.0,770.0,2589.0,0.2974121282348397,144.67674546454094,49.446,75.306,105.836,21.96428,24.0,7.859413154693583,7.506591780070841,12.480547890494673,101.64812668984163,30.53,170.062
15/9-F-11 H,2015-05-16,1806.0,260503.0,759.0,2565.0,0.295906432748538,144.24307862679956,49.61,75.303,105.835,21.638,24.0,7.850103545175582,7.499423290592229,12.470373495144043,101.56062378167641,30.531999999999996,170.152
15/9-F-11 H,2015-05-17,1785.0,258434.0,751.0,2536.0,0.29613564668769715,144.78095238095239,49.81,75.684,105.834,21.42075,24.0,7.838737559599282,7.487733761436444,12.462399490634617,101.90615141955836,30.150000000000006,170.306
15/9-F-11 H,2015-05-18,1781.0,259377.0,753.0,2534.0,0.2971586424625099,145.63559797866367,49.754,75.146,105.835,21.51527,24.0,7.837948916025283,7.485491608030754,12.466041736165272,102.35872138910813,30.688999999999993,170.269
15/9-F-11 H,2015-05-19,1784.0,258024.0,749.0,2533.0,0.29569680221081723,144.6322869955157,49.72,74.964,105.836,21.4304,24.0,7.837554360881084,7.487173694213739,12.460811758434135,101.86498223450454,30.872,170.311
15/9-F-11 H,2015-05-20,1775.0,256290.0,744.0,2519.0,0.29535529972211194,144.3887323943662,49.689,76.148,105.837,21.33326,24.0,7.832014180505469,7.4821189235521155,12.45406879663612,101.74275506153235,29.689000000000007,170.383
15/9-F-11 H,2015-05-21,1747.0,255508.0,752.0,2499.0,0.3009203681472589,146.2552947910704,49.661,74.669,105.838,21.28883,24.0,7.824046010856292,7.466227556215481,12.451012913054432,102.24409763905562,31.168999999999997,170.39
15/9-F-11 H,2015-05-22,1727.0,252127.0,825.0,2552.0,0.3232758620689655,145.991314418066,49.589,75.187,105.838,21.30934,24.0,7.845024417241484,7.454719949364001,12.437692174045415,98.79584639498432,30.650999999999996,170.429
15/9-F-11 H,2015-05-23,1639.0,248352.0,750.0,2389.0,0.3139388865634157,151.52654057352044,49.459,75.982,105.84,21.3288,24.0,7.779048644925556,7.402451520818244,12.42260640018873,103.9564671410632,29.858000000000004,170.48499999999999
15/9-F-11 H,2015-05-24,1756.0,257739.0,846.0,2602.0,0.32513451191391235,146.7761958997722,49.404,75.497,105.842,21.36468,24.0,7.864419904994565,7.471363088187097,12.459706603842383,99.05418908531898,30.345,170.473
15/9-F-11 H,2015-05-25,1653.0,243211.0,788.0,2441.0,0.322818517001229,147.1330913490623,49.24,76.29,105.845,21.33183,24.0,7.80057265467065,7.4109518755836366,12.40168876996213,99.63580499795165,29.554999999999993,170.512
15/9-F-11 H,2015-05-26,1706.0,250744.0,778.0,2484.0,0.3132045088566828,146.97772567409143,49.162,76.321,105.848,21.33459,24.0,7.818027938530729,7.442492722794441,12.432191765445912,100.94363929146537,29.527,170.531
15/9-F-11 H,2015-05-27,1667.0,244091.0,775.0,2442.0,0.31736281736281735,146.4253149370126,49.111,75.837,105.848,20.81662,24.0,7.8009820712577405,7.419380582918692,12.405300482390487,99.95536445536446,30.010999999999996,170.565
15/9-F-11 H,2015-05-28,1706.0,251408.0,863.0,2569.0,0.3359283768003114,147.36694021101994,49.427,75.611,105.843,20.90946,24.0,7.851661177889265,7.442492722794441,12.43483637402017,97.86220319190346,30.232,170.83100000000002
15/9-F-11 H,2015-05-29,1681.0,247195.0,791.0,2472.0,0.3199838187702265,147.0523497917906,49.56,74.71,105.839,20.70415,24.0,7.813187267521416,7.427738840532894,12.417936823204982,99.99797734627832,31.129000000000005,170.962
15/9-F-11 H,2015-05-30,1671.0,246621.0,823.0,2494.0,0.32999198075380914,147.58886894075403,49.439,76.138,105.84,20.76541,24.0,7.822044008185619,7.421775793644647,12.415612079034004,98.88572574178028,29.701999999999998,171.00400000000002
15/9-F-11 H,2015-05-31,1672.0,247510.0,752.0,2424.0,0.3102310231023102,148.0322966507177,49.213,76.105,105.843,20.4208,24.0,7.793586803371584,7.422373700986824,12.419210304447702,102.10808580858085,29.738,170.984
15/9-F-11 H,2015-06-01,1683.0,250716.0,813.0,2496.0,0.32572115384615385,148.96969696969697,49.102,74.318,105.842,20.82932,24.0,7.822845290279774,7.428927194802272,12.432080091979014,100.44711538461539,31.524,171.034
15/9-F-11 H,2015-06-02,1683.0,251486.0,815.0,2498.0,0.3262610088070456,149.42721330956624,48.927,73.276,105.842,20.86392,24.0,7.823645930834952,7.428927194802272,12.43514657732513,100.67493995196156,32.566,171.053
15/9-F-11 H,2015-06-03,1667.0,247523.0,800.0,2467.0,0.3242805026347791,148.48410317936413,48.797,76.076,105.838,20.80031,24.0,7.811163385025279,7.419380582918692,12.419262825986594,100.33360356708553,29.762,171.209
15/9-F-11 H,2015-06-04,1659.0,245331.0,772.0,2431.0,0.31756478815302347,147.87884267631102,48.738,76.026,105.836,20.73307,24.0,7.796469243086058,7.414572881350589,12.410367674245526,100.91772932949404,29.810000000000002,171.322
15/9-F-11 H,2015-06-05,1664.0,242392.0,744.0,2408.0,0.3089700996677741,145.66826923076923,48.526,75.302,105.839,20.80439,24.0,7.786967002614872,7.417580402414544,12.398315654872533,100.66112956810632,30.536999999999992,171.29
15/9-F-11 H,2015-06-06,1651.0,240468.0,741.0,2392.0,0.30978260869565216,145.64990914597215,48.46,72.965,105.839,20.68406,24.0,7.780303087908373,7.409741954080923,12.390346462090976,100.53010033444816,32.873999999999995,171.388
15/9-F-11 H,2015-06-07,1574.4084136722174,235603.85626643294,837.1603856266432,2411.5687992988605,0.34714348015699953,149.64595858383433,52.405,72.633,105.776,17.84592,22.82,7.7884473506506025,7.362269827912711,12.36991134288344,97.69733972961185,33.143,174.246
15/9-F-11 H,2015-06-08,1673.0,243395.0,760.0,2433.0,0.31237155774763664,145.48416019127316,48.325,76.262,105.862,20.91732,24.0,7.797291273547472,7.422971251049421,12.402445025546788,100.03904644471845,29.599999999999994,171.887
15/9-F-11 H,2015-06-09,1655.0,240519.0,736.0,2391.0,0.3078209953994145,145.3287009063444,48.201,76.578,105.864,20.79633,24.0,7.779885115070522,7.412160334945205,12.390558525153505,100.59347553324969,29.286,171.859
15/9-F-11 H,2015-06-10,1633.0,237107.0,716.0,2349.0,0.3048105576841209,145.19718309859155,48.242,76.503,105.859,20.6464,24.0,7.762170607138205,7.3987862754199485,12.376271012521817,100.93954874414645,29.355999999999995,172.02
15/9-F-11 H,2015-06-11,1616.0,235207.0,778.0,2394.0,0.32497911445279865,145.54888613861385,48.12,76.345,105.855,20.62981,24.0,7.781138509845015,7.388327859577107,12.368225508033602,98.24853801169591,29.510000000000005,172.037
15/9-F-11 H,2015-06-12,1616.0,235818.0,715.0,2331.0,0.30673530673530675,145.9269801980198,48.009,76.334,105.853,20.57621,24.0,7.754481547470383,7.388327859577107,12.370819840599241,101.16602316602317,29.51899999999999,172.11899999999997
15/9-F-11 H,2015-06-13,1598.0,230357.0,710.0,2308.0,0.3076256499133449,144.15331664580725,47.896,76.879,105.85,20.59866,24.0,7.744569809354496,7.377133712833954,12.347389899520062,99.8080589254766,28.97099999999999,172.27100000000002
15/9-F-11 H,2015-06-14,1580.0,229963.0,752.0,2332.0,0.32246998284734135,145.54620253164558,47.688,76.297,105.849,20.77804,24.0,7.75491027202143,7.365812837209472,12.345678053915396,98.61192109777015,29.552000000000007,172.308
15/9-F-11 H,2015-06-15,1584.0,229529.0,732.0,2316.0,0.3160621761658031,144.9046717171717,47.532,76.379,105.848,20.75875,24.0,7.748028524432376,7.368339686311381,12.343789018894007,99.10578583765113,29.468999999999994,172.43599999999998
15/9-F-11 H,2015-06-16,1566.0,226813.0,742.0,2308.0,0.3214904679376083,144.83588761174968,47.373,76.6,105.846,20.72289,24.0,7.744569809354496,7.356918242356021,12.331885577325677,98.27253032928942,29.24600000000001,172.585
15/9-F-11 H,2015-06-17,1551.0,226764.0,742.0,2293.0,0.3235935455734845,146.20502901353964,47.268,76.176,105.842,20.60948,24.0,7.738052297689316,7.347299700743164,12.331669517939371,98.89402529437419,29.665999999999997,172.808
15/9-F-11 H,2015-06-18,1553.0,225992.0,730.0,2283.0,0.31975470871660094,145.5196394075982,47.23,76.424,105.841,20.66876,24.0,7.7336835707759,7.348587530927593,12.328259304323408,98.98904949627683,29.416999999999987,172.988
15/9-F-11 H,2015-06-19,1538.0,228283.0,715.0,2253.0,0.31735463826009763,148.42847854356307,47.045,76.533,105.836,20.80475,24.0,7.720461694599722,7.338888133838879,12.338345746838115,101.32401242787395,29.302999999999997,173.18200000000002
15/9-F-11 H,2015-06-20,1575.0,233030.0,734.0,2309.0,0.31788653096578606,147.95555555555555,46.899,76.975,105.838,20.70688,24.0,7.745002803515839,7.362645270417825,12.358926770908143,100.92247726288437,28.863,173.443
15/9-F-11 H,2015-06-21,1569.0,233713.0,754.0,2323.0,0.32458028411536805,148.95666029318036,46.918,76.568,105.842,20.81758,24.0,7.751045117971802,7.358830898342354,12.361853424594882,100.60826517434352,29.274,173.698
15/9-F-11 H,2015-06-22,1598.0,236338.0,762.0,2360.0,0.3228813559322034,147.89612015018773,47.056,77.022,105.847,20.75372,24.0,7.766840537085513,7.377133712833954,12.373022493991705,100.14322033898306,28.82499999999999,174.13600000000002
15/9-F-11 H,2015-06-23,1607.0,237672.0,785.0,2392.0,0.3281772575250836,147.89794648413192,46.749,76.853,105.862,21.17692,24.0,7.780303087908373,7.382746449738912,12.378651058339612,99.36120401337793,29.009,174.17000000000002
15/9-F-11 H,2015-06-24,1623.0,238931.0,799.0,2422.0,0.32989265070189927,147.21565003080715,46.705,77.073,105.876,21.34365,24.0,7.792761720816526,7.392647520721623,12.383934271602035,98.65028901734104,28.80300000000001,174.44
15/9-F-11 H,2015-06-25,1649.0,242901.0,832.0,2481.0,0.3353486497380089,147.30200121285628,46.318,77.512,105.894,21.81495,24.0,7.8168199657645525,7.408530566894626,12.400413348797453,97.90447400241838,28.382000000000005,174.469
15/9-F-11 H,2015-06-26,1651.0,241547.0,847.0,2498.0,0.3390712570056045,146.30345245305875,46.108,77.212,105.909,22.36589,24.0,7.823645930834952,7.409741954080923,12.394823490089031,96.69615692554044,28.697000000000003,174.60999999999999
15/9-F-11 H,2015-06-27,1662.0,242840.0,854.0,2516.0,0.3394276629570747,146.11311672683513,46.279,77.536,105.922,22.2122,24.0,7.830822995135316,7.416378479192928,12.400162187173628,96.51828298887122,28.385999999999996,175.08700000000002
15/9-F-11 H,2015-06-28,1465.0,214197.0,730.0,2195.0,0.3325740318906606,146.20955631399318,50.969,76.793,105.858,17.99774,24.0,7.694392802629421,7.290292882446597,12.274656099884034,97.58405466970387,29.064999999999998,178.632
15/9-F-11 H,2015-06-29,1546.0,222177.0,740.0,2286.0,0.3237095363079615,143.71086675291073,49.67,77.58,105.896,19.19963,24.0,7.734996194022781,7.344072850573066,12.311234141384872,97.19028871391076,28.316000000000003,178.034
15/9-F-11 H,2015-06-30,1619.0,230823.0,745.0,2364.0,0.31514382402707275,142.5713403335392,48.588,77.417,105.926,20.02495,24.0,7.768533300926033,7.3901814282264295,12.34941079434508,97.64086294416244,28.509,177.50900000000001
15/9-F-11 H,2015-07-01,1682.0,248785.0,892.0,2574.0,0.34654234654234656,147.910225921522,45.957,76.828,105.969,22.88707,24.0,7.853604813097837,7.428333194190806,12.424348368167477,96.65306915306915,29.14099999999999,175.893
15/9-F-11 H,2015-07-02,1562.0,230582.0,1200.0,2762.0,0.4344677769732078,147.61971830985917,45.065,76.534,105.984,23.94197,24.0,7.924072324923417,7.354362330421477,12.348366163371056,83.48370745836351,29.44999999999999,175.40800000000002
15/9-F-11 H,2015-07-03,1555.0,229002.0,1200.0,2755.0,0.4355716878402904,147.26816720257236,44.929,77.837,105.984,23.92522,24.0,7.9215356321335495,7.349873704738337,12.341490382887248,83.12232304900182,28.14699999999999,175.448
15/9-F-11 H,2015-07-04,1533.0,225351.0,1185.0,2718.0,0.4359823399558499,147.0,44.551,77.984,105.988,23.99863,24.0,7.908019444632471,7.335633981927201,12.325418903162616,82.91059602649007,28.004000000000005,175.30700000000002
15/9-F-11 H,2015-07-05,1520.0,223803.0,1146.0,2666.0,0.4298574643660915,147.23881578947368,44.364,77.406,105.984,23.90559,24.0,7.888709524182015,7.327123292259293,12.318525947801223,83.94711177794449,28.57799999999999,175.35399999999998
15/9-F-11 H,2015-07-06,1506.0,221597.0,1146.0,2652.0,0.4321266968325792,147.14276228419655,44.168,78.054,105.98,23.90474,24.0,7.88344635413774,7.317876198626496,12.308620208543779,83.55844645550528,27.926000000000002,175.51999999999998
15/9-F-11 H,2015-07-07,1501.0,219821.0,1177.0,2678.0,0.43950709484690065,146.44970019986675,44.028,77.874,105.977,23.95174,24.0,7.893198869544609,7.31455283232408,12.3005734069347,82.08401792382375,28.10300000000001,175.604
15/9-F-11 H,2015-07-08,1482.0,218310.0,1098.0,2580.0,0.4255813953488372,147.30769230769232,43.821,77.67,105.972,23.93897,24.0,7.855932199718614,7.301822342137932,12.293675930640957,84.61627906976744,28.301999999999992,175.709
15/9-F-11 H,2015-07-09,1473.0,216309.0,1059.0,2532.0,0.41824644549763035,146.84928716904278,43.65,77.168,105.967,24.00082,24.0,7.837159650001675,7.295735072749282,12.284467842957547,85.43009478672985,28.798999999999992,175.857
15/9-F-11 H,2015-07-10,1462.0,214394.0,1077.0,2539.0,0.42418274911382436,146.64432284541724,43.522,77.494,105.965,24.00844,24.0,7.8399193600125825,7.288244401020124,12.275575387011326,84.44033083891296,28.471000000000004,176.05100000000002
15/9-F-11 H,2015-07-11,1437.0,213095.0,1062.0,2499.0,0.4249699879951981,148.29157967988866,43.346,77.346,105.963,23.98199,24.0,7.824046010856292,7.271008538280992,12.269498047380273,85.27210884353741,28.61699999999999,176.209
15/9-F-11 H,2015-07-12,1427.0,209868.0,1042.0,2469.0,0.4220332118266505,147.06937631394533,43.19,77.511,105.957,23.95809,24.0,7.8119734296220225,7.2640301428995295,12.25423880552568,85.00121506682868,28.445999999999998,176.499
15/9-F-11 H,2015-07-13,1417.0,209010.0,1151.0,2568.0,0.44820872274143303,147.50176429075512,43.134,78.124,105.95,23.4183,24.0,7.851271997109883,7.257002707092073,12.250142161140902,81.39018691588785,27.826000000000008,176.863
15/9-F-11 H,2015-07-14,1412.0,208265.0,1153.0,2565.0,0.44951267056530214,147.49645892351276,42.81,78.242,105.951,23.91096,24.0,7.850103545175582,7.253470382684528,12.246571387810052,81.19493177387915,27.70899999999999,177.219
15/9-F-11 H,2015-07-15,1394.0,205956.0,1131.0,2525.0,0.44792079207920793,147.74461979913917,42.663,78.122,105.953,23.91776,24.0,7.8343923029104365,7.240649694255466,12.235422688118861,81.56673267326732,27.831000000000003,177.385
15/9-F-11 H,2015-07-16,1375.0,203176.0,1125.0,2500.0,0.45,147.76436363636364,42.592,78.255,105.952,23.86822,24.0,7.824445930877619,7.226936018493289,12.22183279930373,81.2704,27.697000000000003,177.53199999999998
15/9-F-11 H,2015-07-17,1368.0,202223.0,1127.0,2495.0,0.45170340681362725,147.82383040935673,42.44,76.682,105.952,23.95868,24.0,7.822444729489319,7.221835825288449,12.217131272886908,81.05130260521042,29.269999999999996,177.517
15/9-F-11 H,2015-07-18,1364.0,203950.0,1201.0,2565.0,0.4682261208576998,149.5234604105572,42.356,74.549,105.951,23.90773,24.0,7.850103545175582,7.21890970761906,12.225635047896224,79.51267056530214,31.401999999999987,177.678
15/9-F-11 H,2015-07-19,1345.0,201782.0,1215.0,2560.0,0.474609375,150.02379182156133,42.296,77.11,105.95,23.91637,24.0,7.848153086199526,7.204892510204673,12.214948141529517,78.82109375,28.840000000000003,177.876
15/9-F-11 H,2015-07-20,1335.0,199767.0,1207.0,2542.0,0.47482297403619195,149.638202247191,42.199,77.341,105.948,23.94907,24.0,7.841099765422119,7.197435354096591,12.204911972209421,78.5865460267506,28.607,177.99400000000003
15/9-F-11 H,2015-07-21,1345.0,201785.0,1212.0,2557.0,0.47399296050058665,150.0260223048327,42.232,75.356,105.946,23.87514,24.0,7.846980982138788,7.204892510204673,12.214963008875621,78.914743840438,30.590000000000003,178.151
15/9-F-11 H,2015-07-22,1355.0,206117.0,1212.0,2567.0,0.4721464744838333,152.1158671586716,42.174,78.07,105.945,23.8392,24.0,7.850882664809852,7.212294468500341,12.236204099309504,80.29489676665368,27.875,178.4
15/9-F-11 H,2015-07-23,1357.0,205050.0,1211.0,2568.0,0.47157320872274144,151.105379513633,42.156,76.721,105.943,23.87174,24.0,7.851271997109883,7.213768308118642,12.231014007667616,79.84813084112149,29.221999999999994,178.47299999999998
15/9-F-11 H,2015-07-24,1342.0,202188.0,1216.0,2558.0,0.47537138389366695,150.66169895678092,42.148,77.646,105.937,23.84727,24.0,7.847371836159788,7.202661196523238,12.216958182506097,79.04143862392495,28.290999999999997,178.669
15/9-F-11 H,2015-07-25,1345.0,202672.0,1225.0,2570.0,0.4766536964980545,150.68550185873605,41.751,78.111,105.941,24.3342,24.0,7.852050207265889,7.204892510204673,12.219349121791923,78.86070038910506,27.83,178.492
15/9-F-11 H,2015-07-26,1333.0,200211.0,1226.0,2559.0,0.47909339585775695,150.19579894973742,41.674,77.929,105.942,24.47139,24.0,7.847762537473608,7.195937226475569,12.207132084126863,78.2379835873388,28.01299999999999,178.506
15/9-F-11 H,2015-07-27,1321.0,198496.0,1226.0,2547.0,0.4813506085590891,150.26192278576835,41.622,78.184,105.942,24.44513,24.0,7.843064016692054,7.186901020411631,12.198529265645048,77.93325480957989,27.757999999999996,178.60199999999998
15/9-F-11 H,2015-07-28,1299.0,196364.0,1213.0,2512.0,0.48288216560509556,151.16551193225558,41.571,78.216,105.942,24.46016,24.0,7.829232537543592,7.170119543449628,12.18773045128231,78.17038216560509,27.726,178.636
15/9-F-11 H,2015-07-29,1336.0,201361.0,1391.0,2727.0,0.51008434176751,150.7193113772455,41.392,77.875,105.946,24.79594,24.0,7.911324018963353,7.198183577101943,12.212859562219148,73.83975064173084,28.070999999999998,178.554
15/9-F-11 H,2015-07-30,1310.0,196486.0,1233.0,2543.0,0.4848604011010617,149.98931297709925,41.4,77.499,105.947,24.80303,24.0,7.841492924460013,7.1785454837637,12.188351550342118,77.26543452615022,28.448000000000008,178.662
15/9-F-11 H,2015-07-31,1290.0,193077.0,1238.0,2528.0,0.4897151898734177,149.67209302325583,41.29,77.749,105.949,24.96372,24.0,7.835579246669965,7.1631723908466425,12.170849531320117,76.37539556962025,28.200000000000003,178.68800000000002
