actual,predicted_mean,predicted_std,CI_lower_2.5,CI_upper_97.5
154.222,154.63071999999963,1.0486085232026945,152.342275,157.411
166.60000000000002,166.6734600000004,0.4145779641997396,166.135,167.677675
181.59699999999998,179.72175333333345,13.582274047908498,158.84345,216.29899999999998
183.6,183.7947300000002,2.3149300199142098,182.657975,185.11700000000002
202.36399999999998,202.42598666666717,1.304419037920288,200.357375,204.35800000000003
180.485,180.35720666666703,0.6490526151930143,178.96885,180.92500000000004
194.721,201.32142999999994,7.921648450402654,187.9793,214.03300000000002
153.842,154.87110999999973,2.968288523358196,151.351,160.50099999999998
198.082,198.04012666666625,1.1626985295519305,197.1911,198.487
223.327,225.2515366666663,4.205886568686263,218.881,231.6282
234.32399999999998,234.53549999999987,0.4229369653585144,234.10999999999999,235.797625
183.439,183.39349000000027,2.128467347623637,179.691625,187.315625
191.888,189.33231666666651,6.76811133796243,164.158175,196.888
214.458,216.13174333333356,1.4668531183417421,213.425625,218.291775
163.306,167.07706666666684,6.2597733528370645,162.21425,182.43889999999996
171.471,172.6652966666668,0.9992399688374263,171.691,175.22297499999996
165.60000000000002,165.4333033333335,1.2035080160329454,162.14262499999998,167.037
163.166,163.2303266666663,3.0271377482074056,159.514575,174.47400000000002
148.26,148.7803466666669,2.36715162445408,147.799,154.27992499999996
197.858,197.6910799999997,0.2785752925153265,197.19819999999999,198.084
176.755,176.21824000000038,3.37055999438274,170.27575000000002,180.252
209.838,202.39615333333327,8.499831720480643,188.981,214.03300000000002
164.78300000000002,164.7865233333331,0.06795937111408522,164.71669999999997,164.90699999999998
156.606,157.0388766666668,3.1678627802966606,154.95,165.539
238.16,238.27574999999993,0.3529951380685043,237.42340000000002,239.26572499999997
167.149,166.9955633333334,0.23894781715307922,166.802,167.219
175.931,175.66289333333364,0.493866819384428,174.534,175.836
180.06,178.9937833333334,2.0154685451251475,174.28274999999996,180.92900000000003
194.98899999999998,195.0719833333333,0.9796193187775644,194.068,195.731
224.36499999999998,223.4608966666667,3.983361027991591,219.12,225.169
226.005,226.58576333333346,3.338852843016925,222.69707499999998,238.44199999999998
187.755,187.63317999999967,1.9220442106257627,180.91899999999998,189.096
183.03,184.8898,6.656465353323786,179.548,205.71009999999998
178.554,179.44605,2.2516495244227843,177.858675,185.01255
155.716,157.5567766666667,2.658832960803581,156.243,159.451
208.128,207.2100500000002,2.8256238687235062,198.20165000000003,212.334
238.894,238.89402666666652,0.05187882633813018,238.708,238.942
154.54999999999998,155.57132999999993,1.4561897865434033,153.995,159.0962
211.831,210.55858333333353,5.750546494295616,202.93,225.00199999999998
180.037,179.57823333333346,2.2035509733659984,177.8947,187.87777499999996
219.57600000000002,219.2276066666668,1.142281435821409,216.10835000000003,222.48154999999997
152.24599999999998,153.6863366666666,2.620614328102394,149.63400000000001,162.544
172.52700000000002,172.95544666666655,0.8370992934864762,172.0303,174.4104
