well,n,delta_P_min,delta_P_max,delta_P_mean,delta_P_std,q_liq_min,q_liq_max,q_liq_mean,q_liq_std,WC_min,WC_max,WC_mean,WC_std,GOR_min,GOR_max,GOR_mean,GOR_std,GLR_min,GLR_max,GLR_mean,GLR_std,AVG_WHP_P_min,AVG_WHP_P_max,AVG_WHP_P_mean,AVG_WHP_P_std,AVG_DOWNHOLE_TEMPERATURE_min,AVG_DOWNHOLE_TEMPERATURE_max,AVG_DOWNHOLE_TEMPERATURE_mean,AVG_DOWNHOLE_TEMPERATURE_std
15/9-F-1 C,390,154.685,250.457,185.77838974358974,20.83863445725468,197.0,1880.0,915.941455367082,294.3829891210569,0.0,0.9623287671232876,0.496636781925049,0.2511941851766255,55.25741525423729,168.25961538461536,150.63887963926908,7.561929526174567,6.023972602739726,145.94594594594594,75.0075818769343,35.838458836075304,8.076,89.988,41.95780512820512,13.523536614110489,105.032,108.502,108.05592051282052,0.3762437558890445
15/9-F-11 H,1063,159.57,248.70499999999998,183.7174120413923,20.861032109594188,227.21893491124263,4002.0,2077.4078454523687,860.4796769210142,0.0,0.9099045346062052,0.3921086654083372,0.27531156599015427,55.249585406301826,256.0073529411765,153.76177657127602,8.867570084593101,15.09412832929782,199.8679678530425,92.59519659964111,41.65983877408287,24.303,102.22,51.03441768579492,19.51701189909567,103.009,106.7,105.90489181561618,0.5069191540815563
15/9-F-12 H,894,159.676,238.42300000000003,186.10939821029083,17.801332875730434,1152.0,7566.818181818182,4599.254694382783,1052.4116937128786,0.0,0.8246460746460746,0.1517808689008546,0.22236704224665998,40.375,1108.3333333333333,144.5803847861142,37.583879966680406,25.152187902187904,1108.3333333333333,122.74401932062105,49.80211254625455,44.401,115.434,70.46272706935123,15.910167889937796,39.554,107.508,106.49628076062639,2.7453468678847437
15/9-F-14 H,2553,128.593,240.459,205.23083235409322,26.564827277610558,823.0769230769231,9978.654292343388,4233.630791727644,1011.8534423033269,0.0,0.9729391130042596,0.6609653158701402,0.3007143854257613,55.41121495327103,347.94736842105266,150.81567917224396,10.535713996036112,3.7219083490269935,152.0189889025894,49.743200243335345,42.31014283874413,27.185,115.184,43.219222875048956,17.61995291712768,73.569,106.773,102.41669173521348,2.768740875880691
15/9-F-15 D,730,153.683,208.802,169.57703424657535,12.606652031497894,75.78947368421052,668.0,265.7365301904413,102.40974536293507,0.0,0.6842105263157895,0.18922208592032333,0.22865381893934578,55.20866141732284,254.8421052631579,151.9968315416183,8.986388267704216,51.371212121212125,254.8421052631579,122.33725448702806,33.292558335633856,15.608,92.674,35.768745205479455,9.198078267010285,104.071,107.044,106.45707671232876,0.25672197497218835
