test_well,overall_extrap_pct,LOWO_R2,extrap_q_oil,extrap_q_gas,extrap_q_wat,extrap_q_liq,extrap_WC,extrap_GOR,extrap_AVG_WHP_P,extrap_AVG_WHT_P,extrap_AVG_DOWNHOLE_TEMPERATURE,extrap_AVG_CHOKE_SIZE_P,extrap_ON_STREAM_HRS,extrap_log_q_liq,extrap_log_q_oil,extrap_log_q_gas,extrap_GLR,extrap_dT
15/9-F-1 C,6.041666666666667,0.44686781308868095,0.2564102564102564,0.2564102564102564,0.0,0.0,0.0,0.0,0.2564102564102564,0.0,95.38461538461539,0.0,0.0,0.0,0.2564102564102564,0.2564102564102564,0.0,0.0
15/9-F-11 H,0.0,0.8616450352986216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/9-F-12 H,0.587248322147651,-0.023274011785533455,0.44742729306487694,3.467561521252797,0.0,0.0,0.0,0.33557046979865773,0.22371364653243847,0.0,0.22371364653243847,0.22371364653243847,0.22371364653243847,0.0,0.44742729306487694,3.467561521252797,0.22371364653243847,0.11185682326621924
15/9-F-14 H,0.7882882882882882,0.6630192909119055,0.0,0.0,0.07833920877399138,0.11750881316098707,4.739522130826479,0.0,0.0,2.898550724637681,0.0,0.0,0.0,0.11750881316098707,0.0,0.0,4.661182922052487,0.0
15/9-F-15 D,4.083904109589041,-1.0987288130835071,0.0,0.0,0.0,32.32876712328767,0.0,0.0,0.0,0.273972602739726,0.0,0.0,0.0,32.32876712328767,0.0,0.0,0.0,0.410958904109589
