strategy,test_well,RMSE,MAE,MAPE,R2,n,model
pooled_random_80_20,ALL,268.3859619424472,205.6437959272152,107.80377155773834,-101.6388157899029,1083,Mechanistic baseline
pooled_random_80_20,ALL,3.8993241537104506,1.746443170391847,0.9483066179745867,0.9783344000238637,1083,Plain RF
pooled_random_80_20,ALL,5.700650919926046,2.8421757217670316,1.562614965057612,0.9536936088507565,1083,Hybrid RF
