strategy,test_well,RMSE,MAE,MAPE,R2,n,model
chronological_70_30,ALL,111.57835295099109,97.08133904402855,46.04533968342877,-15.681432054339965,1625,Mechanistic baseline
chronological_70_30,ALL,7.254928633444801,5.432177750159762,2.657678604855532,0.9294755468194349,1625,Plain RF
chronological_70_30,ALL,8.168169080872092,6.31232654864373,3.211473256165408,0.9106030141235305,1625,Hybrid RF
