Date of Production,Wellbore name,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE,q_oil,q_gas,q_wat,q_liq,WC,GOR,GLR,ln_qliq,ln_qoil,ln_qgas,dT,choke_pct,delta_P_measured,cv_qliq,delta_P_baseline,residual,well_short
2014-03-28,15/9-F-11 H,6.5,260.2,105.212,181.123,5.94,8.38555,%,79.077,47.042,48.381,180.0,29817.0,31.0,,production,OP,664.6153846153846,110093.53846153847,114.46153846153847,779.0769230769231,0.14691943127962084,165.65,141.3127962085308,6.658109786922421,6.499208504336565,11.60908563308247,58.17,8.38555,181.123,0.18891828602597713,149.62026669805772,31.50273330194227,F-11 H
2014-03-29,15/9-F-11 H,12.44,259.275,105.331,182.92,9.508,7.89588,%,76.355,48.675,44.224,358.0,57600.0,58.0,,production,OP,690.6752411575563,111125.40192926045,111.89710610932477,802.5723472668811,0.13942307692307693,160.89385474860333,138.46153846153845,6.687822003298176,6.537669729437613,11.618414589720896,56.656000000000006,7.89588,182.91999999999996,0.21766769113983758,150.31847588841737,32.60152411158259,F-11 H
2014-03-30,15/9-F-11 H,23.0,235.742,106.056,168.011,22.818,11.05411,%,67.73,65.674,39.271,1112.0,166606.0,154.0,,production,OP,1160.3478260869565,173849.73913043478,160.69565217391303,1321.0434782608695,0.12164296998420221,149.82553956834533,131.6003159557662,7.186177217122918,7.056475089229323,12.065946636890935,40.38199999999999,11.05411,168.012,0.23382004858209124,169.60425468310163,-1.592254683101629,F-11 H
2014-03-31,15/9-F-11 H,24.0,235.02,106.227,166.825,24.95,11.63294,%,68.195,66.224,39.759,1262.0,191240.0,171.0,,production,OP,1262.0,191240.0,171.0,1433.0,0.11933007676203769,151.53724247226626,133.4542916957432,7.267525427828172,7.140453043101158,12.16128446274004,40.003,11.63294,166.82500000000002,0.24982659818909397,175.97927970712033,-9.15427970712031,F-11 H
2014-04-01,15/9-F-11 H,24.0,235.156,106.267,166.734,25.658,11.65531,%,68.422,65.869,39.97,1260.0,190402.0,173.0,,production,OP,1260.0,190402.0,173.0,1433.0,0.12072575017445918,151.11269841269842,132.8695045359386,7.267525427828172,7.138866999945524,12.156892905485915,40.397999999999996,11.65531,166.734,0.23768925101293148,176.17839684203977,-9.444396842039765,F-11 H
2014-04-02,15/9-F-11 H,24.0,235.401,106.284,166.796,26.055,11.64849,%,68.605,65.664,40.162,1262.0,190094.0,173.0,,production,OP,1262.0,190094.0,173.0,1435.0,0.12055749128919861,150.62916006339145,132.46968641114984,7.268920128193722,7.140453043101158,12.155273965642806,40.620000000000005,11.64849,166.796,0.2434123614006664,176.43040140927263,-9.634401409272641,F-11 H
2014-04-03,15/9-F-11 H,24.0,235.289,106.298,166.728,26.234,11.64634,%,68.561,65.632,40.121,1266.0,190772.0,174.0,,production,OP,1266.0,190772.0,174.0,1440.0,0.12083333333333333,150.68878357030016,132.48055555555555,7.272398392570047,7.143617602704121,12.158834276703303,40.666,11.64634,166.72799999999998,0.24800470288644283,176.73413521107636,-10.006135211076383,F-11 H
2014-04-04,15/9-F-11 H,24.0,235.333,106.31,166.719,26.22,11.62416,%,68.614,64.557,40.169,1280.0,195008.0,153.0,,production,OP,1280.0,195008.0,153.0,1433.0,0.10676901605024425,152.35,136.0837404047453,7.267525427828172,7.154615356913663,12.18079586234538,41.753,11.62416,166.719,0.17741770298765167,175.39755741982339,-8.678557419823392,F-11 H
2014-04-05,15/9-F-11 H,24.0,235.418,106.318,166.742,26.397,11.53441,%,68.677,63.476,40.228,1287.0,195047.0,152.0,,production,OP,1287.0,195047.0,152.0,1439.0,0.10562890896455872,151.55167055167055,135.54343293954136,7.271703706887368,7.160069207596127,12.180995834144897,42.842,11.53441,166.74099999999999,0.030553231937133926,175.90511957294046,-9.164119572940479,F-11 H
2014-04-06,15/9-F-11 H,18.06,236.571,106.32,167.724,26.501,9.70803,%,68.847,64.338,40.484,926.0,143170.0,104.0,,production,OP,1230.5647840531562,190259.1362126246,138.2059800664452,1368.7707641196014,0.10097087378640777,154.6112311015119,139.0,7.221668363582788,7.115228517005286,12.15614229671348,41.982,9.70803,167.724,0.017806068691483698,170.94742720702087,-3.223427207020876,F-11 H
2014-04-14,15/9-F-11 H,24.0,235.555,106.329,166.825,27.137,11.09303,%,68.73,65.354,40.202,1245.0,188970.0,140.0,,production,OP,1245.0,188970.0,140.0,1385.0,0.10108303249097472,151.78313253012047,136.4404332129964,7.233455418621439,7.126890808898808,12.149343551284085,40.974999999999994,11.09303,166.825,0.0763175407925336,172.1381886189794,-5.31318861897941,F-11 H
2014-04-15,15/9-F-11 H,24.0,235.534,106.336,166.817,27.516,11.3541,%,68.717,65.442,40.195,1257.0,190812.0,144.0,,production,OP,1257.0,190812.0,144.0,1401.0,0.10278372591006424,151.79952267303102,136.19700214132763,7.244941546337007,7.136483208590247,12.159043929100397,40.894000000000005,11.3541,166.817,0.054438898852806124,173.2173606966814,-6.400360696681389,F-11 H
2014-04-16,15/9-F-11 H,24.0,234.923,105.981,166.165,27.402,11.32223,%,68.758,62.105,40.218,1249.0,190810.0,144.0,,production,OP,1249.0,190810.0,144.0,1393.0,0.10337401292175162,152.77021617293835,136.97774587221824,7.239214973779806,7.130098510125578,12.159033447524388,43.876,11.32223,166.16500000000002,0.054892638951741554,172.7514034004878,-6.586403400487768,F-11 H
2014-04-17,15/9-F-11 H,24.0,235.117,106.361,166.594,27.659,11.34132,%,68.523,64.162,39.97,1268.0,191855.0,144.0,,production,OP,1268.0,191855.0,144.0,1412.0,0.10198300283286119,151.30520504731862,135.87464589235128,7.252762418053187,7.145196134997171,12.164495157363115,42.199,11.34132,166.594,0.006037050887243801,173.92407856979224,-7.330078569792249,F-11 H
2014-04-18,15/9-F-11 H,24.0,235.546,106.362,166.801,27.954,11.35004,%,68.745,66.022,40.22,1257.0,191331.0,144.0,,production,OP,1257.0,191331.0,144.0,1401.0,0.10278372591006424,152.21241050119332,136.56745182012847,7.244941546337007,7.136483208590247,12.161760191437281,40.33999999999999,11.35004,166.801,0.006082721382068298,173.13182125345352,-6.330821253453536,F-11 H
2014-04-19,15/9-F-11 H,24.0,234.985,106.375,166.541,28.39,11.4837,%,68.444,66.466,39.914,1284.0,194212.0,148.0,,production,OP,1284.0,194212.0,148.0,1432.0,0.10335195530726257,151.25545171339564,135.62290502793297,7.266827347520591,7.157735484249907,12.17670562489736,39.909000000000006,11.4837,166.541,0.011091344610057813,175.114470500013,-8.573470500013002,F-11 H
2014-04-20,15/9-F-11 H,24.0,235.053,106.385,166.547,28.517,11.5426,%,68.507,66.368,39.983,1285.0,194522.0,149.0,,production,OP,1285.0,194522.0,149.0,1434.0,0.10390516039051603,151.37898832684826,135.64993026499303,7.2682230211595655,7.158513997329321,12.17830054618397,40.01700000000001,11.5426,166.546,0.013345750251384573,175.2781175475182,-8.732117547518214,F-11 H
2014-04-21,15/9-F-11 H,24.0,235.874,106.375,166.934,28.293,11.40728,%,68.94,66.72,40.409,1262.0,195813.0,135.0,,production,OP,1262.0,195813.0,135.0,1397.0,0.09663564781675017,155.1608557844691,140.16678596993557,7.242082359256962,7.140453043101158,12.184915401154422,39.655,11.40728,166.934,0.011881637705126936,172.20141795369702,-5.26741795369702,F-11 H
2014-04-22,15/9-F-11 H,24.0,235.996,106.38,166.985,28.475,11.34503,%,69.011,66.374,40.477,1207.0,172838.0,121.0,,production,OP,1207.0,172838.0,121.0,1328.0,0.0911144578313253,143.1963545981773,130.14909638554218,7.191429330036379,7.095893221097532,12.06011001858341,40.006,11.34503,166.985,0.025371975010765036,169.5422039475239,-2.557203947523874,F-11 H
2014-04-23,15/9-F-11 H,24.0,235.832,106.387,166.891,28.487,11.42951,%,68.941,65.144,40.359,1279.0,181708.0,136.0,,production,OP,1279.0,181708.0,136.0,1415.0,0.096113074204947,142.07036747458952,128.4155477031802,7.254884810077338,7.153833801578843,12.110156282033634,41.242999999999995,11.42951,166.891,0.025524583278059725,175.23053708272607,-8.339537082726082,F-11 H
2014-04-24,15/9-F-11 H,24.0,235.704,106.397,166.804,28.642,6.68383,%,68.901,65.063,40.28,833.0,119220.0,83.0,,production,OP,833.0,119220.0,83.0,916.0,0.0906113537117904,143.12124849939977,130.1528384279476,6.82001636467413,6.725033642166843,11.688725804773917,41.334,6.68383,166.803,0.14025039797342412,148.93135926933434,17.87164073066566,F-11 H
2014-04-25,15/9-F-11 H,24.0,235.914,106.403,166.91,28.804,11.4104,%,69.003,65.904,40.385,1294.0,184559.0,152.0,,production,OP,1294.0,184559.0,152.0,1446.0,0.10511756569847856,142.62673879443585,127.634163208852,7.27655640271871,7.165493475060845,12.125724474540801,40.49900000000001,11.4104,166.911,0.14220498394912415,177.52341212432486,-10.612412124324862,F-11 H
2014-04-26,15/9-F-11 H,24.0,236.162,106.402,167.025,28.542,11.40979,%,69.137,64.889,40.503,1280.0,183250.0,151.0,,production,OP,1280.0,183250.0,151.0,1431.0,0.10552061495457722,143.1640625,128.05730258560448,7.266128779556451,7.154615356913663,12.118606619748897,41.513000000000005,11.40979,167.025,0.14215910062745318,176.64973994544428,-9.624739945444276,F-11 H
2014-04-27,15/9-F-11 H,24.0,236.664,106.398,167.273,28.506,11.31994,%,69.391,66.363,40.728,1266.0,182479.0,145.0,,production,OP,1266.0,182479.0,145.0,1411.0,0.10276399716513111,144.13823064770932,129.3260099220411,7.252053951852814,7.143617602704121,12.114390376890645,40.035,11.31994,167.27299999999997,0.14120478898372235,175.13944850486757,-7.866448504867606,F-11 H
2014-04-28,15/9-F-11 H,24.0,235.893,106.408,166.97,28.689,11.50546,%,68.923,67.548,40.261,1296.0,185739.0,148.0,,production,OP,1296.0,185739.0,148.0,1444.0,0.10249307479224377,143.31712962962962,128.6281163434903,7.275172319452771,7.16703787691222,12.13209774144558,38.86,11.50546,166.97,0.14302439434525874,177.04374378516047,-10.073743785160474,F-11 H
2014-04-29,15/9-F-11 H,24.0,235.973,106.412,166.974,28.453,11.70008,%,68.999,66.629,40.334,1268.0,183213.0,152.0,,production,OP,1268.0,183213.0,152.0,1420.0,0.10704225352112676,144.4897476340694,129.02323943661972,7.258412150595307,7.145196134997171,12.118404689403265,39.783,11.70008,166.97400000000002,0.14315397321386633,175.70756862935025,-8.73356862935023,F-11 H
2014-04-30,15/9-F-11 H,24.0,233.897,106.437,166.123,28.532,11.84132,%,67.774,67.031,39.093,1257.0,181631.0,155.0,,production,OP,1257.0,181631.0,155.0,1412.0,0.10977337110481586,144.4956245027844,128.63385269121812,7.252762418053187,7.136483208590247,12.10973243542673,39.40599999999999,11.84132,166.123,0.14308691011207014,174.88124648518,-8.758246485179995,F-11 H
2014-05-01,15/9-F-11 H,24.0,229.995,106.518,164.342,29.258,12.48343,%,65.653,67.673,36.959,1350.0,194329.0,168.0,,production,OP,1350.0,194329.0,168.0,1518.0,0.11067193675889328,143.9474074074074,128.01646903820816,7.325148957955575,7.2078598714324755,12.177307877959645,38.845,12.48343,164.34199999999998,0.025732203137719206,180.91081883895353,-16.568818838953547,F-11 H
2014-05-02,15/9-F-11 H,24.0,229.857,106.513,164.315,29.215,12.52253,%,65.542,67.745,36.73,1351.0,194753.0,168.0,,production,OP,1351.0,194753.0,168.0,1519.0,0.11059907834101383,144.15470022205773,128.211323238973,7.325807502595773,7.208600337960199,12.179487367978918,38.768,12.52253,164.315,0.03287034390121133,180.91221149948444,-16.597211499484445,F-11 H
2014-05-03,15/9-F-11 H,24.0,229.753,106.506,164.332,29.34,12.49227,%,65.421,68.007,36.746,1342.0,190175.0,169.0,,production,OP,1342.0,190175.0,169.0,1511.0,0.11184645929847783,141.7101341281669,125.86035737921907,7.32052696227274,7.201916317531627,12.155699979865503,38.498999999999995,12.49227,164.332,0.03529011384473899,180.7165948027906,-16.384594802790616,F-11 H
2014-05-04,15/9-F-11 H,24.0,229.745,106.497,164.374,29.19,12.58324,%,65.37,67.699,36.675,1344.0,193142.0,171.0,,production,OP,1344.0,193142.0,171.0,1515.0,0.11287128712871287,143.70684523809524,127.48646864686468,7.323170717943469,7.203405521083095,12.171180948650063,38.798,12.58324,164.375,0.03340713711572627,180.78653749447665,-16.411537494476647,F-11 H
2014-05-05,15/9-F-11 H,24.0,229.909,106.488,164.51,28.886,12.49976,%,65.399,66.702,36.702,1318.0,190890.0,159.0,,production,OP,1318.0,190890.0,159.0,1477.0,0.10765064319566689,144.8330804248862,129.24170616113744,7.29776828253138,7.183870715062453,12.159452624894948,39.786,12.49976,164.51,0.03185069072664539,177.9672816736247,-13.45728167362472,F-11 H
2014-05-06,15/9-F-11 H,24.0,230.107,106.481,164.688,28.772,12.44398,%,65.418,66.135,36.688,1293.0,186830.0,158.0,,production,OP,1293.0,186830.0,158.0,1451.0,0.10889042039972432,144.49342614075792,128.75947622329429,7.280008252884188,7.164720378771857,12.137954391453883,40.34599999999999,12.44398,164.689,0.027961576850947526,176.46975538036634,-11.780755380366344,F-11 H
2014-05-07,15/9-F-11 H,24.0,230.344,106.469,164.981,28.997,12.36846,%,65.363,67.663,35.868,1281.0,186931.0,157.0,,production,OP,1281.0,186931.0,157.0,1438.0,0.10917941585535466,145.92583918813426,129.99374130737135,7.271008538280992,7.155396301896734,12.138494843788173,38.806,12.36846,164.981,0.023064566488007754,175.39863243869297,-10.417632438692976,F-11 H
2014-05-08,15/9-F-11 H,22.33,230.495,106.475,165.168,28.764,11.48842,%,65.327,65.745,35.277,1157.0,161449.0,164.0,,production,OP,1243.5288849081953,173523.33184057323,176.2651141961487,1419.793999104344,0.12414837244511734,139.54105445116681,122.21725965177895,7.2582670690182045,7.125708491689556,12.064067346795047,40.72999999999999,11.48842,165.168,0.02741768794306028,176.20736526300064,-11.039365263000633,F-11 H
2014-05-09,15/9-F-11 H,13.17,256.711,105.428,179.567,11.84,5.74696,%,77.145,47.801,48.065,493.0,67888.0,203.0,,production,OP,898.4054669703872,123713.89521640091,369.93166287015947,1268.3371298405468,0.29166666666666663,137.70385395537525,97.54022988505746,7.1454619749271755,6.800621488635446,11.725726882034863,57.626999999999995,5.74696,179.56600000000003,0.05812582092359561,187.47669710666366,-7.910697106663633,F-11 H
2014-05-10,15/9-F-11 H,24.0,233.162,106.01,167.981,23.899,11.48772,%,65.181,64.363,36.249,1206.0,66631.0,308.0,,production,OP,1206.0,66631.0,308.0,1514.0,0.20343461030383092,55.249585406301826,44.00990752972259,7.322510433997394,7.095064377287131,11.1069252136985,41.647000000000006,11.48772,167.981,0.05840745018612293,215.5269634664755,-47.54596346647551,F-11 H
2014-05-11,15/9-F-11 H,24.0,231.191,106.253,166.251,26.385,11.58278,%,64.941,64.777,35.963,1111.0,158902.0,141.0,,production,OP,1111.0,158902.0,141.0,1252.0,0.11261980830670927,143.02610261026103,126.9185303514377,7.132497551660044,7.01301578963963,11.976042938978008,41.476,11.58278,166.25,0.07277706698588339,165.2919746084071,0.958025391592912,F-11 H
2014-05-12,15/9-F-11 H,24.0,230.735,106.323,165.889,26.926,11.63862,%,64.846,66.476,35.847,1090.0,157646.0,132.0,,production,OP,1090.0,157646.0,132.0,1222.0,0.10801963993453355,144.62935779816513,129.00654664484452,7.108244139731541,6.993932975223189,11.968107291990357,39.846999999999994,11.63862,165.889,0.08475457287132633,162.84178085227498,3.0472191477250306,F-11 H
2014-05-13,15/9-F-11 H,24.0,231.108,106.342,165.986,26.747,11.61305,%,65.122,65.844,36.231,1109.0,160327.0,129.0,,production,OP,1109.0,160327.0,129.0,1238.0,0.10420032310177706,144.56898106402164,129.5048465266559,7.121252453244542,7.011213987350367,11.9849707586001,40.498000000000005,11.61305,165.986,0.08821617128173333,163.64736560976502,2.338634390234972,F-11 H
2014-05-14,15/9-F-11 H,24.0,230.573,106.347,165.808,26.465,11.5877,%,64.765,65.927,36.301,1121.0,161681.0,125.0,,production,OP,1121.0,161681.0,125.0,1246.0,0.10032102728731943,144.2292595896521,129.76003210272873,7.1276936993473985,7.02197642307216,11.993380537115279,40.41999999999999,11.5877,165.808,0.0858815262275575,163.77852611249972,2.0294738875002736,F-11 H
2014-05-15,15/9-F-11 H,24.0,229.046,106.349,165.26,26.248,11.61738,%,63.786,64.927,35.285,1052.0,150929.0,134.0,,production,OP,1052.0,150929.0,134.0,1186.0,0.11298482293423272,143.46863117870723,127.25885328836425,7.078341579557671,6.9584483932976555,11.924564806543504,41.422,11.61738,165.26,0.08508567638908286,161.09717905507608,4.162820944923908,F-11 H
2014-05-16,15/9-F-11 H,24.0,225.122,106.415,163.498,26.47,12.01707,%,61.624,65.58,33.114,1069.0,152325.0,134.0,,production,OP,1069.0,152325.0,134.0,1203.0,0.1113881961762261,142.49298409728718,126.6209476309227,7.0925737159746784,6.974478911025045,11.933771675116695,40.83500000000001,12.01707,163.49800000000002,0.08843341984187152,161.0528300722302,2.4451699277698253,F-11 H
2014-05-17,15/9-F-11 H,24.0,225.398,106.394,163.755,26.298,12.00761,%,61.642,66.474,33.298,1066.0,149817.0,133.0,,production,OP,1066.0,149817.0,133.0,1199.0,0.11092577147623019,140.54127579737334,124.95162635529609,7.089243155027514,6.97166860472579,11.917169828272556,39.92,12.00761,163.756,0.020906648886762847,161.20820853053075,2.547791469469246,F-11 H
2014-05-18,15/9-F-11 H,24.0,225.322,106.383,163.826,26.038,11.75306,%,61.496,65.577,33.156,1061.0,149172.0,137.0,,production,OP,1061.0,149172.0,137.0,1198.0,0.11435726210350584,140.59566446748352,124.51752921535893,7.088408778675395,6.966967138613983,11.912855281579716,40.806,11.75306,163.826,0.018569315282841472,161.38038150018747,2.445618499812525,F-11 H
2014-05-19,15/9-F-11 H,24.0,225.15,106.377,163.863,26.241,12.02399,%,61.287,66.151,32.948,1071.0,148691.0,140.0,,production,OP,1071.0,148691.0,140.0,1211.0,0.11560693641618497,138.83380018674137,122.78364987613543,7.099201743553092,6.976348070447749,11.909625606070497,40.226,12.02399,163.863,0.018313004130189343,162.43044863209192,1.4325513679080757,F-11 H
2014-05-20,15/9-F-11 H,24.0,225.136,106.373,163.949,26.397,11.72354,%,61.187,66.6,32.844,1039.0,145145.0,136.0,,production,OP,1039.0,145145.0,136.0,1175.0,0.11574468085106383,139.69682386910492,123.52765957446809,7.069023426578259,6.946013991099227,11.885488521735795,39.77300000000001,11.72354,163.949,0.01867357418314703,160.29441354137472,3.654586458625289,F-11 H
2014-05-21,15/9-F-11 H,24.0,225.308,106.369,164.098,26.448,11.86473,%,61.211,66.175,32.866,1051.0,148397.0,137.0,,production,OP,1051.0,148397.0,137.0,1188.0,0.11531986531986532,141.19600380589915,124.91329966329967,7.080026499922591,6.957497370876951,11.907646393877656,40.194,11.86473,164.09699999999998,0.010090949549309784,160.68925155929577,3.4077484407042107,F-11 H
2014-05-22,15/9-F-11 H,24.0,225.207,106.366,164.183,26.377,11.79343,%,61.025,66.506,32.675,1056.0,153849.0,141.0,,production,OP,1056.0,153849.0,141.0,1197.0,0.11779448621553884,145.6903409090909,128.52882205513785,7.087573705557973,6.962243464266207,11.94372688089156,39.86,11.79343,164.182,0.009612637044211551,160.32639427779887,3.855605722201119,F-11 H
2014-05-23,15/9-F-11 H,24.0,225.114,106.369,164.206,26.526,11.79418,%,60.908,64.81,32.551,1068.0,155309.0,149.0,,production,OP,1068.0,155309.0,149.0,1217.0,0.12243221035332785,145.42041198501872,127.61626951520131,7.104144092987527,6.97354301952014,11.953171959807896,41.559,11.79418,164.20600000000002,0.011612045713624534,161.83856542127074,2.3674345787292737,F-11 H
2014-05-24,15/9-F-11 H,24.0,225.213,106.379,164.352,27.267,11.82459,%,60.861,67.715,32.543,1079.0,156709.0,162.0,,production,OP,1079.0,156709.0,162.0,1241.0,0.1305398871877518,145.2354031510658,126.27639000805802,7.123672785204607,6.983789965258135,11.962145861283195,38.664,11.82459,164.352,0.017844307374549787,163.5217552323554,0.830244767644615,F-11 H
2014-05-25,15/9-F-11 H,24.0,225.042,106.405,164.29,27.715,12.06216,%,60.753,67.771,32.391,1102.0,155402.0,165.0,,production,OP,1102.0,155402.0,165.0,1267.0,0.13022888713496447,141.01814882032667,122.65351223362273,7.144407180321139,7.004881989712859,11.953770586845737,38.634,12.06216,164.289,0.026144343063026862,165.73691753933548,-1.4479175393354922,F-11 H
2014-05-26,15/9-F-11 H,24.0,225.101,106.428,164.324,27.985,11.93371,%,60.777,67.862,32.286,1058.0,154922.0,140.0,,production,OP,1058.0,154922.0,140.0,1198.0,0.11686143572621036,146.42911153119093,129.31719532554257,7.088408778675395,6.964135612418245,11.950677043434332,38.566,11.93371,164.324,0.026647168457001866,160.02497825304786,4.29902174695215,F-11 H
2014-05-27,15/9-F-11 H,24.0,225.241,106.431,164.516,28.265,12.17782,%,60.726,68.107,32.226,1063.0,157210.0,151.0,,production,OP,1063.0,157210.0,151.0,1214.0,0.1243822075782537,147.89275634995298,129.497528830313,7.101675971619444,6.968850378341948,11.96533777018556,38.324,12.17782,164.51500000000001,0.02295455018559229,161.08071623816704,3.4342837618329725,F-11 H
2014-05-28,15/9-F-11 H,24.0,224.796,105.396,163.983,28.638,12.15465,%,60.813,68.374,32.309,1087.0,159981.0,198.0,,production,OP,1087.0,159981.0,198.0,1285.0,0.15408560311284047,147.1766329346826,124.4988326848249,7.158513997329321,6.99117688712121,11.982810337164624,37.022000000000006,12.15465,163.983,0.027822485399665555,167.03640786246712,-3.053407862467111,F-11 H
2014-05-29,15/9-F-11 H,24.0,225.553,106.455,164.764,28.932,12.19148,%,60.789,68.707,32.269,1096.0,161325.0,199.0,,production,OP,1096.0,161325.0,199.0,1295.0,0.15366795366795366,147.19434306569343,124.57528957528957,7.166265974133638,6.999422467507961,11.991176242804041,37.748000000000005,12.19148,164.764,0.030319740876269537,167.61247327626214,-2.8484732762621263,F-11 H
2014-05-30,15/9-F-11 H,24.0,225.651,106.463,164.875,28.944,12.29901,%,60.776,68.408,32.258,1112.0,164196.0,203.0,,production,OP,1112.0,164196.0,203.0,1315.0,0.1543726235741445,147.65827338129498,124.8638783269962,7.181591944611865,7.013915474810528,12.00881611516781,38.05499999999999,12.29901,164.875,0.03437247864640618,168.76816627108897,-3.8931662710889725,F-11 H
2014-05-31,15/9-F-11 H,24.0,225.556,106.479,164.888,29.101,12.32057,%,60.668,68.356,32.151,1135.0,167666.0,206.0,,production,OP,1135.0,167666.0,206.0,1341.0,0.15361670395227442,147.72334801762113,125.03057419835943,7.201170883281678,7.034387929915503,12.02972918426272,38.123000000000005,12.32057,164.888,0.04074404561085604,170.22165306842294,-5.333653068422933,F-11 H
2014-06-01,15/9-F-11 H,24.0,225.12,106.5,164.734,29.532,12.44686,%,60.385,68.705,31.86,1153.0,170350.0,210.0,,production,OP,1153.0,170350.0,210.0,1363.0,0.15407190022010273,147.74501300954034,124.98165810711666,7.217443431696533,7.050122520269059,12.045610423089112,37.795,12.44686,164.735,0.04788001230145173,171.43763195968782,-6.702631959687807,F-11 H
2014-06-02,15/9-F-11 H,21.67,228.665,106.343,166.776,26.436,10.81303,%,61.889,64.388,33.106,1068.0,158583.0,177.0,,production,OP,1182.8334102445776,175634.1485925242,196.03137978772494,1378.8647900323026,0.14216867469879518,148.48595505617976,127.37590361445783,7.229015823698486,7.075668034319818,12.076158409343456,41.955,10.81303,166.77599999999998,0.04232683831803243,172.6199022191503,-5.843902219150323,F-11 H
2014-06-03,15/9-F-11 H,24.0,225.119,106.398,165.403,28.062,12.01243,%,59.717,66.678,31.145,1109.0,162654.0,206.0,,production,OP,1109.0,162654.0,206.0,1315.0,0.15665399239543726,146.66726780883678,123.6912547528517,7.181591944611865,7.011213987350367,11.99938052428278,39.72,12.01243,165.402,0.026194862666252067,168.9448048628707,-3.5428048628707245,F-11 H
2014-06-04,15/9-F-11 H,24.0,225.58,106.485,165.297,29.242,12.13072,%,60.283,68.158,31.711,1110.0,163691.0,206.0,,production,OP,1110.0,163691.0,206.0,1316.0,0.15653495440729484,147.46936936936936,124.38525835866261,7.182352111885263,7.01211529430638,12.00573578322842,38.327,12.13072,165.29700000000003,0.022608826447159447,168.91675045572876,-3.6197504557287346,F-11 H
2014-06-05,15/9-F-11 H,24.0,225.173,106.538,165.08,28.171,12.20377,%,60.093,68.246,31.53,1179.0,173182.0,208.0,,production,OP,1179.0,173182.0,208.0,1387.0,0.1499639509733237,146.88888888888889,124.86085075702957,7.234898420314831,7.072421900537371,12.062098343612783,38.292,12.20377,165.07999999999998,0.023296095954158352,172.79377708959885,-7.713777089598864,F-11 H
2014-06-06,15/9-F-11 H,24.0,225.919,106.541,165.486,20.136,12.22974,%,60.433,69.075,31.86,1181.0,170781.0,208.0,,production,OP,1181.0,170781.0,208.0,1389.0,0.14974802015838734,144.60711261642675,122.9524838012959,7.236339342754344,7.074116816197362,12.048137312931045,37.465999999999994,12.22974,165.48600000000002,0.02357173507572788,173.38547397874243,-7.899473978742407,F-11 H
2014-06-07,15/9-F-11 H,24.0,225.237,106.563,165.228,20.485,12.3537,%,60.009,69.372,31.44,1200.0,173330.0,210.0,,production,OP,1200.0,173330.0,210.0,1410.0,0.14893617021276595,144.44166666666666,122.9290780141844,7.251344983372214,7.090076835776092,12.062952570935357,37.191,12.3537,165.228,0.027039295099858966,174.47275218648912,-9.244752186489109,F-11 H
2014-06-08,15/9-F-11 H,24.0,225.112,106.577,165.203,20.615,12.33334,%,59.91,68.103,31.351,1198.0,173333.0,208.0,,production,OP,1198.0,173333.0,208.0,1406.0,0.14793741109530584,144.68530884808013,123.28093883357042,7.2485040723706105,7.088408778675395,12.062969878810728,38.474000000000004,12.33334,165.202,0.02907807009627618,174.1693252300772,-8.967325230077194,F-11 H
2014-06-09,15/9-F-11 H,24.0,225.209,106.584,165.341,20.766,12.325,%,59.869,69.135,31.303,1349.0,197570.0,210.0,,production,OP,1349.0,197570.0,210.0,1559.0,0.13470173187940987,146.45663454410675,126.72867222578576,7.351799869057777,7.207118856207756,12.19384823090745,37.449,12.325,165.34,0.05838591715285137,183.1758193723715,-17.835819372371503,F-11 H
2014-06-10,15/9-F-11 H,24.0,225.367,106.585,165.478,20.544,12.25788,%,59.889,68.559,31.329,1189.0,175046.0,205.0,,production,OP,1189.0,175046.0,205.0,1394.0,0.14705882352941177,147.22119428090832,125.57101865136299,7.2399325913204695,7.080867896690782,12.072804075507623,38.025999999999996,12.25788,165.47799999999998,0.05205753918504305,172.98570198992374,-7.50770198992376,F-11 H
2014-06-11,15/9-F-11 H,24.0,225.383,106.59,165.537,20.664,12.03581,%,59.847,67.876,31.287,1172.0,170982.0,195.0,,production,OP,1172.0,170982.0,195.0,1367.0,0.14264813460131676,145.88907849829351,125.07827359180688,7.220373836723949,7.066466970136958,12.049313566786347,38.714,12.03581,165.536,0.04562241636677421,171.32254042173983,-5.786540421739829,F-11 H
2014-06-12,15/9-F-11 H,24.0,224.829,106.604,165.363,20.892,12.08718,%,59.466,69.577,30.925,1175.0,170180.0,196.0,,production,OP,1175.0,170180.0,196.0,1371.0,0.14296134208606856,144.8340425531915,124.12837345003646,7.223295679562314,7.069023426578259,12.044611979403548,37.027,12.08718,165.363,0.046731439174290866,171.5141884934323,-6.151188493432301,F-11 H
