Date of Production,Wellbore name,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE,q_oil,q_gas,q_wat,q_liq,WC,GOR,GLR,ln_qliq,ln_qoil,ln_qgas,dT,choke_pct,delta_P_measured,cv_qliq,delta_P_baseline,residual,well_short
2014-05-06,15/9-F-1 C,24.0,225.902,107.86,154.951,,49.00558,%,70.952,58.883,42.45,1003.0,144950.0,0.0,,production,OP,1003.0,144950.0,0.0,1003.0,0.0,144.51645064805584,144.51645064805584,6.910750787961936,6.910750787961936,11.884144134349802,48.977,49.00558,154.95,0.10490374176437832,145.7823274911926,9.167672508807385,F-1 C
2014-05-07,15/9-F-1 C,24.0,225.768,107.838,155.059,,47.9204,%,70.71,57.426,42.049,925.0,135000.0,0.0,,production,OP,925.0,135000.0,0.0,925.0,0.0,145.94594594594594,145.94594594594594,6.829793737512425,6.829793737512425,11.813030057420567,50.41199999999999,47.9204,155.058,0.09580202999426096,141.84304095320434,13.214959046795656,F-1 C
2014-05-08,15/9-F-1 C,24.0,225.687,107.821,155.142,,47.29695,%,70.545,57.656,41.159,914.0,127565.0,0.0,,production,OP,914.0,127565.0,0.0,914.0,0.0,139.56783369803063,139.56783369803063,6.81783057145415,6.81783057145415,11.756381317596317,50.165,47.29695,155.142,0.061731007139076845,142.8518766933747,12.290123306625304,F-1 C
2014-05-16,15/9-F-1 C,24.0,225.701,107.71,157.108,,46.34614,%,68.593,48.378,40.138,736.0,104864.0,0.0,,production,OP,736.0,104864.0,0.0,736.0,0.0,142.47826086956522,142.47826086956522,6.601230118728877,6.601230118728877,11.56041955149854,59.331999999999994,46.34614,157.108,0.10196749459673693,135.30617717222788,21.801822827772128,F-1 C
2014-05-17,15/9-F-1 C,24.0,223.603,107.778,156.346,,47.08721,%,67.256,53.921,38.84,783.0,110078.0,0.0,,production,OP,783.0,110078.0,0.0,783.0,0.0,140.58492975734356,140.58492975734356,6.663132695990803,6.663132695990803,11.608944484397469,53.857000000000006,47.08721,156.347,0.04803607615866193,136.47727235833446,19.86972764166555,F-1 C
2014-05-18,15/9-F-1 C,24.0,220.102,107.889,154.695,,47.76981,%,65.407,53.832,36.99,835.0,117388.0,0.0,,production,OP,835.0,117388.0,0.0,835.0,0.0,140.58443113772455,140.58443113772455,6.727431724850855,6.727431724850855,11.673239966501093,54.056999999999995,47.76981,154.695,0.052722605728996,137.51814818872793,17.17685181127206,F-1 C
2014-05-19,15/9-F-1 C,24.0,220.49,107.86,155.176,,47.13595,%,65.314,55.754,36.906,789.0,109517.0,0.0,,production,OP,789.0,109517.0,0.0,789.0,0.0,138.80481622306718,138.80481622306718,6.670766320845874,6.670766320845874,11.603835067330033,52.106,47.13595,155.17600000000002,0.05439187942847012,136.06597799822003,19.11002200177998,F-1 C
2014-05-20,15/9-F-1 C,24.0,220.154,107.859,155.238,,47.14247,%,64.916,55.628,36.509,783.0,109362.0,0.0,,production,OP,783.0,109362.0,0.0,783.0,0.0,139.67049808429118,139.67049808429118,6.663132695990803,6.663132695990803,11.602418759452988,52.230999999999995,47.14247,155.238,0.05308289513568327,135.4571605085311,19.780839491468896,F-1 C
2014-05-21,15/9-F-1 C,24.0,220.066,107.851,155.375,,46.52459,%,64.691,52.236,36.281,744.0,104993.0,0.0,,production,OP,744.0,104993.0,0.0,744.0,0.0,141.11962365591398,141.11962365591398,6.612041034833092,6.612041034833092,11.561648960250674,55.615,46.52459,155.375,0.04525216809179666,133.77203982167487,21.602960178325134,F-1 C
2014-05-22,15/9-F-1 C,24.0,219.983,107.852,155.547,,46.289,%,64.436,53.661,36.019,735.0,107116.0,0.0,,production,OP,735.0,107116.0,0.0,735.0,0.0,145.7360544217687,145.7360544217687,6.5998704992128365,6.5998704992128365,11.581667638368373,54.191,46.289,155.547,0.04713885859846904,131.9823670842154,23.564632915784586,F-1 C
2014-05-23,15/9-F-1 C,24.0,219.863,107.867,155.572,,46.28423,%,64.291,49.053,35.873,743.0,108079.0,93.0,,production,OP,743.0,108079.0,93.0,836.0,0.11124401913875598,145.46298788694483,129.2811004784689,6.728628613084702,6.610696044717759,11.590617720185652,58.81400000000001,46.28423,155.572,0.05003950616611191,143.70704557420808,11.864954425791922,F-1 C
2014-05-24,15/9-F-1 C,24.0,219.923,107.883,155.753,,46.24216,%,64.17,54.691,35.751,747.0,108387.0,100.0,,production,OP,747.0,108387.0,100.0,847.0,0.1180637544273908,145.09638554216866,127.96576151121606,6.741700694652055,6.616065185132817,11.5934634345967,53.19199999999999,46.24216,155.753,0.057058411543545934,144.2628972253225,11.490102774677496,F-1 C
2014-05-25,15/9-F-1 C,24.0,219.977,107.903,155.904,,46.26168,%,64.073,55.231,35.671,751.0,105810.0,101.0,,production,OP,751.0,105810.0,101.0,852.0,0.11854460093896714,140.89214380825567,124.19014084507042,6.747586526829315,6.621405651764134,11.569400311898207,52.672000000000004,46.26168,155.904,0.06042820825405561,145.62046321858108,10.283536781418917,F-1 C
2014-05-26,15/9-F-1 C,24.0,219.974,107.921,156.043,,46.26511,%,63.93,55.103,35.529,727.0,106514.0,87.0,,production,OP,727.0,106514.0,87.0,814.0,0.10687960687960688,146.51169188445667,130.85257985257985,6.70196036600254,6.588926477533519,11.576031710891174,52.818000000000005,46.26511,156.04399999999998,0.06034347906474552,141.70008560774897,14.343914392251008,F-1 C
