test_well,n_test,RMSE,MAE,MAPE,R2
15/9-F-1 C,390,11.813451389698034,10.53027511927048,5.876112639667703,0.6777966215727909
15/9-F-11 H,1063,11.135895719562171,10.001150195332269,5.602752092502958,0.7147750744281751
15/9-F-12 H,894,21.986003943298197,19.780906363095372,10.62222414767301,-0.5271216010372188
15/9-F-14 H,2553,16.72020932805094,14.537840457798326,7.512741762092463,0.603685855819639
15/9-F-15 D,730,8.752607265288319,7.606878822087552,4.56549700629676,0.5173073517252459
